"","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","month","year"
"12832","4210","13",1196,"","HAMPSHIRE","ST",1,"04","2014"
"13058","811","31",101,"","POLK","ST",162,"04","2014"
"13080","340","14",136,"","TAYLOR","ST",1,"04","2014"
"13285","3613","018B",2986,"","22ND","ST",2,"04","2014"
"13386","0436F","28",1767,"","NORTH POINT","ST",1,"04","2014"
"13402","3566","35",3666,"","17TH","ST",1,"04","2014"
"13403","3566","35",3668,"","17TH","ST",1,"04","2014"
"16106","3753","21",960,"","HARRISON","ST",4,"08","2011"
"16118","346","4",350,"","GOLDEN GATE","AV",19,"08","2011"
"16119","346","5",350,"","GOLDEN GATE","AV",19,"08","2011"
"16139","1237","23",118,"","BRODERICK","ST",1,"08","2011"
"16177","1158","34",1947,"","GOLDEN GATE","AV",1,"08","2011"
"16417","4272","14",1376,"","FLORIDA","ST",1,"08","2011"
"16476","2349","12",2371,"","20TH","AV",1,"08","2011"
"16761","651","10",2082,"","PINE","ST",1,"08","2011"
"16999","1288","5",1427,"","SHRADER","ST",1,"08","2011"
"17184","1380","031A",124,"","21ST","AV",1,"08","2011"
"17591","6634","15",1629,"","DOLORES","ST",2,"08","2011"
"18495","6656","5",26,"","CHENERY","ST",1,"08","2012"
"18519","3732","150",240,"","05TH","ST",182,"08","2012"
"18520","3732","8",260,"","05TH","ST",182,"08","2012"
"18596","345","31",220,"","GOLDEN GATE","AV",71,"08","2012"
"18709","226","7",605,"","KEARNY","ST",1,"08","2012"
"18957","4991","607",112,"","DIAMOND COVE","TR",4,"08","2012"
"18958","4991","607",114,"","DIAMOND COVE","TR",4,"08","2012"
"18959","4991","607",116,"","DIAMOND COVE","TR",4,"08","2012"
"18960","4991","607",118,"","DIAMOND COVE","TR",4,"08","2012"
"18961","4991","627",109,"","SEAL COVE","TR",6,"08","2012"
"18962","4991","627",111,"","SEAL COVE","TR",6,"08","2012"
"18963","4991","627",115,"","SEAL COVE","TR",6,"08","2012"
"18964","4991","627",117,"","SEAL COVE","TR",6,"08","2012"
"18965","4991","627",119,"","SEAL COVE","TR",6,"08","2012"
"19103","3513","208",150,"","OTIS","ST",76,"08","2012"
"19137","3568","68",149,"","ALBION","ST",3,"08","2012"
"19206","1550","29",646,"","BALBOA","ST",2,"08","2012"
"19508","1265","9",338,"","CARL","ST",1,"08","2012"
"19861","3701","66",55,"","09TH","ST",273,"08","2012"
"20091","6566","022A",1443,"","CHURCH","ST",1,"08","2012"
"20241","221","20",34,"","PLEASANT","ST",1,"08","2012"
"20242","221","20",36,"","PLEASANT","ST",1,"08","2012"
"20494","3582","55",4078,"","18TH","ST",1,"08","2012"
"20495","3582","55",4080,"","18TH","ST",1,"08","2012"
"20787","1433","3",421,"","ARGUELLO","BL",8,"08","2012"
"20789","1433","3",421,"","ARGUELLO","BL",8,"08","2012"
"20790","1433","3",421,"","ARGUELLO","BL",8,"08","2012"
"23090","1746","9",324,"","HUGO","ST",1,"08","2013"
"23091","3756","25",56,"","RINGOLD","ST",2,"08","2013"
"23116","3516","5",230,"","11TH","ST",4,"08","2013"
"23119","7108","33",77,"","FARALLONES","ST",1,"08","2013"
"23188","3538","96",515,"","DUBOCE","AV",1,"08","2013"
"23189","3538","96",517,"","DUBOCE","AV",1,"08","2013"
"23190","3538","96",519,"","DUBOCE","AV",1,"08","2013"
"23533","3704","170",6,"","MINT","PZ",25,"08","2013"
"23534","3704","144",8,"","MINT","PZ",25,"08","2013"
"23610","6034","14",616,"","CAMBRIDGE","ST",1,"08","2013"
"23717","1086","6",253,"","PARKER","AV",1,"08","2013"
"23877","6620","14",440,"","29TH","ST",1,"08","2013"
"23946","8711","13",690,"","LONG BRIDGE","ST",273,"08","2013"
"24241","3776","92",246,"","RITCH","ST",19,"08","2013"
"24256","3747","19",333,"","FREMONT","ST",82,"08","2013"
"24262","871","16",1844,"","MARKET","ST",113,"08","2013"
"24263","871","16",41,"","WALLER","ST",113,"08","2013"
"24334","473","015A",1265,"","BAY","ST",1,"08","2013"
"24335","473","015A",1267,"","BAY","ST",1,"08","2013"
"24602","348","15",277,"","GOLDEN GATE","AV",88,"08","2013"
"25105","5343","13",62,"","BAY VIEW","ST",1,"08","2013"
"25110","5343","13",62,"","BAY VIEW","ST",1,"08","2013"
"25478","919","007D",2135,"","BEACH","ST",1,"08","2013"
"27891","1686","33",834,"","44TH","AV",1,"08","2014"
"27893","4096","30",882,"","CAROLINA","ST",1,"08","2014"
"27914","819","11",562,"","FELL","ST",1,"08","2014"
"27915","819","11",564,"","FELL","ST",1,"08","2014"
"27919","1043","9",53,"","MANZANITA","AV",1,"08","2014"
"27928","857","3",55,"","LAGUNA","ST",40,"08","2014"
"27933","1185","26",1681,"","FULTON","ST",2,"08","2014"
"27938","1168","40",2755,"","MCALLISTER","ST",1,"08","2014"
"27946","5338","18",1756,"","REVERE","AV",1,"08","2014"
"27956","130","20",778,"","VALLEJO","ST",1,"08","2014"
"27972","6662","7",22,"","FAIRMOUNT","ST",1,"08","2014"
"27986","3622","11",870,"","NOE","ST",1,"08","2014"
"28038","3548","32",1875,"","MISSION","ST",39,"08","2014"
"28076","3749","184",75,"","LANSING","ST",1,"08","2014"
"28146","3583","82",4035,"","18TH","ST",1,"08","2014"
"28150","4762","001A",1308,"","HAWES","ST",1,"08","2014"
"28153","5327","47",1625,"","PALOU","AV",1,"08","2014"
"28154","5327","47",1627,"","PALOU","AV",1,"08","2014"
"28480","4591C","103",350,"","FRIEDELL","ST",60,"08","2014"
"28567","1419","19",287,"","14TH","AV",1,"08","2014"
"28776","1185","26",1681,"","FULTON","ST",2,"08","2014"
"28784","3704","69",973,"","MARKET","ST",1,"08","2014"
"28785","3704","69",973,"","MARKET","ST",66,"08","2014"
"29156","3507","41",1411,"","MARKET","ST",719,"08","2014"
"29258","4172","6",2538,"","03RD","ST",1,"08","2014"
"29329","349","1",121,"","GOLDEN GATE","AV",90,"08","2014"
"29400","5617","14",166,"","WINFIELD","ST",1,"08","2014"
"29529","3602","4",614,"","NOE","ST",1,"08","2014"
"29598","3833","1",1380,"","07TH","ST",393,"08","2014"
"29789","5290","45",1617,"","KIRKWOOD","AV",1,"08","2014"
"29791","5290","45",1617,"","KIRKWOOD","AV",1,"08","2014"
"29827","473","35",1324,"","FRANCISCO","ST",1,"08","2014"
"29835","6503","20",461,"","HOFFMAN","AV",1,"08","2014"
"29966","4228","158",1275,"","INDIANA","ST",39,"08","2014"
"32680","1062","43",130,"","PALM","AV",1,"12","2011"
"32689","3755","110",168,"","LANGTON","ST",1,"12","2011"
"32691","1550","29",646,"","BALBOA","ST",2,"12","2011"
"32701","1640","51",327,"","BALBOA","ST",4,"12","2011"
"32713","5610","029A",10,"","LUNDYS","LN",1,"12","2011"
"32759","3725","101",474,"","NATOMA","ST",5,"12","2011"
"32831","4058","10",2235,"","03RD","ST",196,"12","2011"
"32897","3729","81",209,"","09TH","ST",3,"12","2011"
"34227","500","15",1268,"","LOMBARD","ST",4,"12","2011"
"34276","3729","81",209,"","09TH","ST",3,"12","2011"
"37355","3753","3",324,"","05TH","ST",1,"12","2013"
"37356","4172","6",2538,"","03RD","ST",1,"12","2013"
"37726","3965","1",2421,"","16TH","ST",12,"12","2013"
"37727","3965","1",2423,"","16TH","ST",12,"12","2013"
"37728","3965","1",2425,"","16TH","ST",12,"12","2013"
"38210","3703","12",527,"","STEVENSON","ST",67,"12","2013"
"38269","1464","013B",470,"","33RD","AV",1,"12","2013"
"38340","4271","34",2923,"","HARRISON","ST",1,"12","2013"
"38460","1453","33",346,"","22ND","AV",1,"12","2013"
"38594","1088","22",758,"","SPRUCE","ST",1,"12","2013"
"38603","473","35",1324,"","FRANCISCO","ST",1,"12","2013"
"38604","473","36",1326,"","FRANCISCO","ST",1,"12","2013"
"39350","4161","74",914,"","WISCONSIN","ST",7,"12","2013"
"42283","629","37",2155,"","WEBSTER","ST",77,"12","2014"
"42697","1153","20",1823,"","TURK","ST",1,"12","2014"
"42805","7282","5",515,"","JOHN MUIR","DR",2,"12","2014"
"42932","1920","51",1731,"","LAWTON","ST",1,"12","2014"
"43036","4079","20",721,"","YORK","ST",1,"12","2014"
"43044","4093","7",838,"","KANSAS","ST",2,"12","2014"
"43098","1754","12",430,"","IRVING","ST",1,"12","2014"
"43099","1754","12",432,"","IRVING","ST",1,"12","2014"
"43131","7331","104",87,"","SUMMIT","WY",2,"12","2014"
"43132","7331","104",89,"","SUMMIT","WY",2,"12","2014"
"43133","7331","28",96,"","SUMMIT","WY",2,"12","2014"
"43134","7331","28",98,"","SUMMIT","WY",2,"12","2014"
"43137","7331","30",106,"","SUMMIT","WY",2,"12","2014"
"43138","7331","30",108,"","SUMMIT","WY",2,"12","2014"
"43140","7331","87",305,"","SUMMIT","WY",2,"12","2014"
"43366","2701A","19",4621,"","19TH","ST",1,"12","2014"
"43368","3650","28",1155,"","CHURCH","ST",1,"12","2014"
"43369","3650","28",1157,"","CHURCH","ST",1,"12","2014"
"43664","2775","44",4233,"","22ND","ST",1,"12","2014"
"43685","6466","15",167,"","ALLISON","ST",1,"12","2014"
"43761","1152","18",1880,"","GOLDEN GATE","AV",2,"12","2014"
"43766","3607","036A",151,"","LIBERTY","ST",1,"12","2014"
"43767","3607","036A",153,"","LIBERTY","ST",1,"12","2014"
"43781","6621","30",497,"","VALLEY","ST",1,"12","2014"
"43866","619","12",1868,"","VAN NESS","AV",35,"12","2014"
"46927","3789","3",72,"","TOWNSEND","ST",74,"12","2012"
"46944","3548","32",1875,"","MISSION","ST",39,"12","2012"
"46974","4271","34",2923,"","HARRISON","ST",1,"12","2012"
"46999","471","002E",1536,"","FRANCISCO","ST",1,"12","2012"
"47007","814","20",100,"","VAN NESS","AV",399,"12","2012"
"48271","6619","22",239,"","VALLEY","ST",1,"12","2012"
"48534","6323","008H",2145,"","GENEVA","AV",2,"12","2012"
"51596","3537","87",435,"","DUBOCE","AV",1,"02","2013"
"51608","798","58",940,"","GROVE","ST",1,"02","2013"
"51612","6540","21",4372,"","25TH","ST",1,"02","2013"
"51617","6633","20",1721,"","CHURCH","ST",1,"02","2013"
"51638","2806","34",4379,"","23RD","ST",1,"02","2013"
"51645","1464","013B",470,"","33RD","AV",1,"02","2013"
"51649","839","25",335,"","OAK","ST",2,"02","2013"
"51666","4088","30",817,"","YORK","ST",1,"02","2013"
"51689","4282A","23",2207,"A","25TH","ST",1,"02","2013"
"51735","6520","36",3135,"","24TH","ST",9,"02","2013"
"51747","3581","12",466,"","SANCHEZ","ST",1,"02","2013"
"51909","302","027A",921,"","POST","ST",1,"02","2013"
"51926","1386","15",279,"","26TH","AV",1,"02","2013"
"51927","1386","15",283,"","26TH","AV",1,"02","2013"
"51928","3701","66",55,"","09TH","ST",273,"02","2013"
"52080","3749","503",25,"","ESSEX","ST",120,"02","2013"
"52162","1601","1",701,"","43RD","AV",1,"02","2013"
"52597","6619","22",239,"","VALLEY","ST",1,"02","2013"
"52748","798","58",940,"","GROVE","ST",1,"02","2013"
"52808","471","002E",1536,"","FRANCISCO","ST",1,"02","2013"
"52835","227","32",670,"","COMMERCIAL","ST",1,"02","2013"
"52836","227","32",674,"","COMMERCIAL","ST",1,"02","2013"
"52868","1615","3",727,"","29TH","AV",1,"02","2013"
"53054","1127","64",1816,"","EDDY","ST",19,"02","2013"
"53098","4009","008A",585,"","KANSAS","ST",1,"02","2013"
"53103","6551","60",1266,"","DOLORES","ST",2,"02","2013"
"53135","221","20",34,"","PLEASANT","ST",1,"02","2013"
"53317","1386","15",279,"","26TH","AV",1,"02","2013"
"53318","1386","15",283,"","26TH","AV",1,"02","2013"
"56253","4271","8",1340,"","ALABAMA","ST",1,"02","2014"
"56276","619","10",1800,"","VAN NESS","AV",95,"02","2014"
"56471","1069","45",2882,"","GEARY","BL",2,"02","2014"
"56472","1069","45",2886,"","GEARY","BL",2,"02","2014"
"56536","1265","47",338,"","CARL","ST",1,"02","2014"
"56605","141","8",850,"","BATTERY","ST",2,"02","2014"
"56634","798","58",940,"","GROVE","ST",1,"02","2014"
"56686","7108","33",77,"","FARALLONES","ST",1,"02","2014"
"56706","1156","22",834,"","BRODERICK","ST",2,"02","2014"
"56707","1156","22",840,"","BRODERICK","ST",2,"02","2014"
"56779","2651","8",2808,"","MARKET","ST",1,"02","2014"
"57056","3553","54",400,"","SOUTH VAN NESS","AV",40,"02","2014"
"57157","921","39",2131,"","NORTH POINT","ST",1,"02","2014"
"57288","3613","018B",2986,"","22ND","ST",2,"02","2014"
"57389","6048","2",2724,"","SAN BRUNO","AV",1,"02","2014"
"57390","1564","23",2038,"","BALBOA","ST",1,"02","2014"
"57391","1564","23",2042,"","BALBOA","ST",1,"02","2014"
"57603","1050","006B",1825,"","SCOTT","ST",1,"02","2014"
"57605","1419","19",287,"","14TH","AV",1,"02","2014"
"57623","6529","40",3418,"","26TH","ST",11,"02","2014"
"57624","6529","50",3418,"","26TH","ST",11,"02","2014"
"57694","1405","45",322,"","29TH","AV",1,"02","2014"
"57794","919","007D",2135,"","BEACH","ST",1,"02","2014"
"57795","919","007D",2137,"","BEACH","ST",1,"02","2014"
"57811","3731","84",160,"","RUSS","ST",2,"02","2014"
"57812","3731","84",164,"","RUSS","ST",2,"02","2014"
"57931","4264","7",1366,"","UTAH","ST",1,"02","2014"
"57932","4264","7",1370,"","UTAH","ST",1,"02","2014"
"58082","3704","69",973,"","MARKET","ST",67,"02","2014"
"58113","3530","49",160,"","14TH","ST",1,"02","2014"
"58140","3543","11",2175,"","MARKET","ST",88,"02","2014"
"58246","141","8",850,"","BATTERY","ST",2,"02","2014"
"61048","6619","22",239,"","VALLEY","ST",1,"02","2012"
"61066","3557","63",200,"","DOLORES","ST",3,"02","2012"
"61120","651","10",2082,"","PINE","ST",1,"02","2012"
"61188","345","31",220,"","GOLDEN GATE","AV",71,"02","2012"
"61256","3568","57",439,"","GUERRERO","ST",3,"02","2012"
"62012","4272","51",1376,"","FLORIDA","ST",1,"02","2012"
"65703","1453","33",346,"","22ND","AV",1,"01","2012"
"65716","2393","42",2237,"","TARAVAL","ST",2,"01","2012"
"65717","2393","42",2239,"","TARAVAL","ST",2,"01","2012"
"65718","2393","42",2241,"","TARAVAL","ST",2,"01","2012"
"65725","123","2",1945,"","HYDE","ST",7,"01","2012"
"65764","933","4",3041,"","BAKER","ST",1,"01","2012"
"65781","1933","24",436,"","MORAGA","ST",1,"01","2012"
"65837","6601","6",1596,"","CHURCH","ST",6,"01","2012"
"66048","8711","23",185,"","CHANNEL","ST",315,"01","2012"
"66118","6323","008H",2145,"","GENEVA","AV",2,"01","2012"
"66582","3704","69",973,"","MARKET","ST",66,"01","2012"
"66631","2766","18",4244,"","22ND","ST",1,"01","2012"
"67004","1466","9",451,"","34TH","AV",1,"01","2012"
"67229","634","016A",2695,"","SACRAMENTO","ST",1,"01","2012"
"70374","1642","36",658,"","03RD","AV",1,"01","2013"
"70420","1659","30",764,"","17TH","AV",1,"01","2013"
"70424","7107","23",188,"","BROAD","ST",1,"01","2013"
"70453","1101","48",2000,"","ELLIS","ST",21,"01","2013"
"70580","4058","8",616,"","20TH","ST",16,"01","2013"
"70760","221","20",32,"","PLEASANT","ST",1,"01","2013"
"70761","221","20",34,"","PLEASANT","ST",1,"01","2013"
"70762","221","20",36,"","PLEASANT","ST",1,"01","2013"
"70802","1510","22",4324,"","ANZA","ST",1,"01","2013"
"71278","3043","22",51,"","FERNWOOD","DR",1,"01","2013"
"71279","634","31",2,"","PERINE","PL",1,"01","2013"
"71317","1028","46",2829,"","CALIFORNIA","ST",13,"01","2013"
"71449","1507","38",7327,"","GEARY","BL",1,"01","2013"
"71654","6551","60",1266,"","DOLORES","ST",2,"01","2013"
"71909","516","028A",2135,"","GREENWICH","ST",2,"01","2013"
"71910","516","028A",2137,"","GREENWICH","ST",2,"01","2013"
"72096","4991","614",115,"","OTTER COVE","TR",14,"01","2013"
"72097","4991","614",129,"","OTTER COVE","TR",14,"01","2013"
"72499","1933","24",436,"","MORAGA","ST",1,"01","2013"
"75042","2654","31",31,"","URANUS","TR",1,"01","2014"
"75064","1158","37",1927,"","GOLDEN GATE","AV",1,"01","2014"
"75066","141","8",850,"","BATTERY","ST",2,"01","2014"
"75091","808","016A",385,"","IVY","ST",2,"01","2014"
"75112","913","11",2028,"","BEACH","ST",1,"01","2014"
"75120","300","15",967,"","SUTTER","ST",1,"01","2014"
"75154","1088","22",758,"","SPRUCE","ST",1,"01","2014"
"75178","1156","22",834,"","BRODERICK","ST",2,"01","2014"
"75179","1156","22",840,"","BRODERICK","ST",2,"01","2014"
"75204","3510","1",1415,"","MISSION","ST",117,"01","2014"
"75231","3703","12",527,"","STEVENSON","ST",67,"01","2014"
"75860","3732","8",260,"","05TH","ST",182,"01","2014"
"76110","3727","45",618,"","NATOMA","ST",1,"01","2014"
"76188","4271","8",1340,"","ALABAMA","ST",1,"01","2014"
"76200","3704","170",6,"","MINT","PZ",25,"01","2014"
"76201","3704","145",6,"","MINT","PZ",25,"01","2014"
"76205","3704","170",6,"","MINT","PZ",25,"01","2014"
"76206","3704","145",6,"","MINT","PZ",25,"01","2014"
"76207","3704","170",6,"","MINT","PZ",25,"01","2014"
"76208","3704","145",6,"","MINT","PZ",25,"01","2014"
"76284","7520","34",72,"","GOLD MINE","DR",1,"01","2014"
"76285","7520","34",74,"","GOLD MINE","DR",1,"01","2014"
"76399","6512","16",383,"","FAIR OAKS","ST",1,"01","2014"
"76677","3789","972",72,"","TOWNSEND","ST",74,"01","2014"
"76678","3789","973",72,"","TOWNSEND","ST",74,"01","2014"
"76679","3789","974",72,"","TOWNSEND","ST",74,"01","2014"
"76728","1150","7",809,"","LYON","ST",1,"01","2014"
"79849","1510","22",4324,"","ANZA","ST",1,"07","2012"
"79867","1933","41",1622,"","11TH","AV",1,"07","2012"
"79889","2804","41",4141,"","23RD","ST",1,"07","2012"
"79901","1617","032B",2645,"","BALBOA","ST",1,"07","2012"
"79976","3701","66",55,"","09TH","ST",273,"07","2012"
"80165","1933","24",436,"","MORAGA","ST",1,"07","2012"
"80512","1606","37",740,"","39TH","AV",1,"07","2012"
"80670","1279","83",31,"","PARNASSUS","AV",1,"07","2012"
"80849","346","4",350,"","GOLDEN GATE","AV",19,"07","2012"
"80854","3557","63",200,"","DOLORES","ST",3,"07","2012"
"81322","1159","40",1940,"","MCALLISTER","ST",1,"07","2012"
"81330","3747","19",333,"","FREMONT","ST",82,"07","2012"
"81599","3581","12",466,"","SANCHEZ","ST",1,"07","2012"
"84492","806","8",640,"","HAYES","ST",1,"07","2013"
"84493","806","8",642,"","HAYES","ST",1,"07","2013"
"84521","27","8",740,"","BAY","ST",1,"07","2013"
"84548","3558","29",253,"","SANCHEZ","ST",1,"07","2013"
"84554","1667","18",871,"","24TH","AV",1,"07","2013"
"84572","6512","16",383,"","FAIR OAKS","ST",1,"07","2013"
"84576","5319","34",1963,"","OAKDALE","AV",1,"07","2013"
"84579","1183","10",601,"","BRODERICK","ST",1,"07","2013"
"84670","1127","64",1816,"","EDDY","ST",19,"07","2013"
"84845","1464","14",446,"","33RD","AV",1,"07","2013"
"84935","1932","22",542,"","MORAGA","ST",1,"07","2013"
"84956","5715","1",42,"","NEWMAN","ST",1,"07","2013"
"84991","4264","7",1368,"","UTAH","ST",1,"07","2013"
"84992","4264","7",1370,"","UTAH","ST",1,"07","2013"
"85155","4264","7",1368,"","UTAH","ST",1,"07","2013"
"85156","4264","7",1370,"","UTAH","ST",1,"07","2013"
"85168","473","015A",1265,"","BAY","ST",1,"07","2013"
"85169","473","015A",1267,"","BAY","ST",1,"07","2013"
"85338","179","32",111,"","TRENTON","ST",1,"07","2013"
"85493","4991","631",108,"","SEAL COVE","TR",4,"07","2013"
"85494","4991","631",110,"","SEAL COVE","TR",4,"07","2013"
"85495","4991","631",112,"","SEAL COVE","TR",4,"07","2013"
"85496","4991","631",114,"","SEAL COVE","TR",4,"07","2013"
"85812","7536","37",2224,"","CASTRO","ST",1,"07","2013"
"86047","2806","34",4379,"","23RD","ST",1,"07","2013"
"86467","2804","41",4141,"","23RD","ST",1,"07","2013"
"86483","1659","30",764,"","17TH","AV",1,"07","2013"
"86550","3548","65",1340,"","NATOMA","ST",3,"07","2013"
"89546","633","001E",2646,"","CALIFORNIA","ST",1,"07","2014"
"89547","633","001E",2648,"","CALIFORNIA","ST",1,"07","2014"
"89868","1741","26",1280,"","10TH","AV",1,"07","2014"
"89973","3731","119",47,"","MOSS","ST",1,"07","2014"
"89974","3731","119",49,"","MOSS","ST",1,"07","2014"
"90114","1564","23",2038,"","BALBOA","ST",1,"07","2014"
"90115","1564","23",2042,"","BALBOA","ST",1,"07","2014"
"90150","4146","19",2830,"","22ND","ST",1,"07","2014"
"90152","5883","12",1345,"","SILVER","AV",1,"07","2014"
"90356","1423","15",261,"","10TH","AV",1,"07","2014"
"90516","831","23",325,"","OCTAVIA","ST",182,"07","2014"
"90517","831","23",400,"","LAGUNA","ST",182,"07","2014"
"90679","6156","004A",3132,"","SAN BRUNO","AV",1,"07","2014"
"90692","1854","016A",1596,"","09TH","AV",1,"07","2014"
"90696","141","8",850,"","BATTERY","ST",2,"07","2014"
"90861","1453","33",346,"","22ND","AV",1,"07","2014"
"90931","3613","018B",2986,"","22ND","ST",2,"07","2014"
"90987","1222","44",1535,"","OAK","ST",1,"07","2014"
"91048","1778","31",1354,"","24TH","AV",1,"07","2014"
"91297","5884","22",1215,"","SILVER","AV",1,"07","2014"
"91396","4142","30",949,"","HAMPSHIRE","ST",1,"07","2014"
"91514","4228","158",1275,"","INDIANA","ST",39,"07","2014"
"91655","813","8",1390,"","MARKET","ST",1,"07","2014"
"91681","4172","6",2538,"","03RD","ST",1,"07","2014"
"91756","1052","24",2655,"","BUSH","ST",81,"07","2014"
"91834","3833","1",1380,"","07TH","ST",393,"07","2014"
"91927","1088","22",758,"","SPRUCE","ST",1,"07","2014"
"94073","839","25",335,"","OAK","ST",2,"06","2011"
"94074","839","25",337,"","OAK","ST",2,"06","2011"
"94075","839","25",339,"","OAK","ST",2,"06","2011"
"94076","839","25",341,"","OAK","ST",2,"06","2011"
"94077","839","25",230,"","LILY","ST",2,"06","2011"
"94078","839","25",232,"","LILY","ST",2,"06","2011"
"94079","839","25",234,"","LILY","ST",2,"06","2011"
"94080","839","25",236,"","LILY","ST",2,"06","2011"
"94085","3581","12",466,"","SANCHEZ","ST",1,"06","2011"
"94118","3518","4",234,"","09TH","ST",1,"06","2011"
"94168","348","15",277,"","GOLDEN GATE","AV",88,"06","2011"
"94574","6692","65",84,"","RICHLAND","AV",1,"06","2011"
"94689","89","7",1729,"","STOCKTON","ST",2,"06","2011"
"94994","223","8",1000,"","MASON","ST",4,"06","2011"
"95015","1519","022B",3436,"","ANZA","ST",1,"06","2011"
"95016","1519","022B",3438,"","ANZA","ST",1,"06","2011"
"95073","3557","24",162,"","LANDERS","ST",1,"06","2011"
"96243","1510","25",590,"","35TH","AV",1,"06","2012"
"96249","3703","12",527,"","STEVENSON","ST",67,"06","2012"
"96250","6503","20",461,"","HOFFMAN","AV",1,"06","2012"
"96501","1219","11",1140,"","PAGE","ST",2,"06","2012"
"96669","4058","10",2235,"","03RD","ST",196,"06","2012"
"97063","226","7",605,"","KEARNY","ST",1,"06","2012"
"100888","4645","18",860,"","INNES","AV",4,"06","2013"
"100899","3502","76",40,"","ELGIN","PK",1,"06","2013"
"100904","3576","39",35,"","LEXINGTON","ST",1,"06","2013"
"100905","3576","39",37,"","LEXINGTON","ST",1,"06","2013"
"100917","4271","8",1340,"","ALABAMA","ST",1,"06","2013"
"100919","3533","1",101,"","DUBOCE","AV",2,"06","2013"
"100920","3533","1",109,"","DUBOCE","AV",2,"06","2013"
"100921","919","007D",2135,"","BEACH","ST",1,"06","2013"
"100922","919","007D",2137,"","BEACH","ST",1,"06","2013"
"100981","4158","2",1022,"","RHODE ISLAND","ST",1,"06","2013"
"101130","179","30",125,"","TRENTON","ST",1,"06","2013"
"101465","3613","018B",2986,"","22ND","ST",2,"06","2013"
"101505","2806","34",4379,"","23RD","ST",1,"06","2013"
"102048","1062","43",130,"","PALM","AV",1,"06","2013"
"102573","3537","87",435,"","DUBOCE","AV",3,"06","2013"
"102608","7107","23",188,"","BROAD","ST",1,"06","2013"
"103101","3776","92",246,"","RITCH","ST",19,"06","2013"
"105905","3752","19",870,"","HARRISON","ST",26,"06","2014"
"105997","1069","45",2886,"","GEARY","BL",2,"06","2014"
"106152","4228","158",1260,"","MINNESOTA","ST",39,"06","2014"
"106153","4228","158",1275,"","INDIANA","ST",39,"06","2014"
"106366","5617","14",166,"","WINFIELD","ST",1,"06","2014"
"106426","785","29",388,"","FULTON","ST",69,"06","2014"
"106483","3537","78",45,"","BELCHER","ST",1,"06","2014"
"106526","4004","34",1451,"","MARIPOSA","ST",1,"06","2014"
"106748","1222","44",1535,"","OAK","ST",1,"06","2014"
"106832","831","23",325,"","OCTAVIA","ST",182,"06","2014"
"107029","123","2",1945,"","HYDE","ST",7,"06","2014"
"107060","1517","30",518,"","28TH","AV",3,"06","2014"
"107204","6630","31",577,"","29TH","ST",1,"06","2014"
"107210","211","15",1000,"","POWELL","ST",1,"06","2014"
"107522","3629","7",114,"","CHATTANOOGA","ST",1,"06","2014"
"108076","665","2",1547,"","FRANKLIN","ST",1,"06","2014"
"108079","4146","19",2830,"","22ND","ST",1,"06","2014"
"110479","3534","026A",55,"","DOLORES","ST",1,"03","2012"
"110480","221","20",34,"","PLEASANT","ST",1,"03","2012"
"110481","221","20",36,"","PLEASANT","ST",1,"03","2012"
"110484","2653","16",75,"","MARS","ST",1,"03","2012"
"110499","2719B","9",170,"","GRAYSTONE","TR",1,"03","2012"
"110507","6549","31",3977,"","25TH","ST",1,"03","2012"
"110517","1405","45",322,"","29TH","AV",1,"03","2012"
"110597","254","80",1001,"","CALIFORNIA","ST",2,"03","2012"
"110708","4624","4",11,"","WEST POINT","RD",11,"03","2012"
"111370","3704","999",410,"","JESSIE","ST",24,"03","2012"
"111526","8711","19",701,"","LONG BRIDGE","ST",188,"03","2012"
"111527","8711","17",1200,"","04TH","ST",172,"03","2012"
"111565","3755","110",168,"","LANGTON","ST",1,"03","2012"
"111629","543","14",1858,"","GREEN","ST",1,"03","2012"
"112435","3613","018B",2986,"","22ND","ST",2,"03","2013"
"112450","6567","13",3736,"","CESAR CHAVEZ","ST",1,"03","2013"
"112487","473","8",1324,"","FRANCISCO","ST",1,"03","2013"
"112488","473","8",1326,"","FRANCISCO","ST",1,"03","2013"
"112489","473","35",1324,"","FRANCISCO","ST",1,"03","2013"
"112490","473","36",1326,"","FRANCISCO","ST",1,"03","2013"
"112493","473","015A",1265,"","BAY","ST",1,"03","2013"
"112494","473","015A",1267,"","BAY","ST",1,"03","2013"
"112498","4264","7",1368,"","UTAH","ST",1,"03","2013"
"112499","4264","7",1370,"","UTAH","ST",1,"03","2013"
"112535","1449","11",351,"","17TH","AV",1,"03","2013"
"112557","681","39",2130,"","POST","ST",4,"03","2013"
"112674","1386","15",279,"","26TH","AV",1,"03","2013"
"112675","1386","15",283,"","26TH","AV",1,"03","2013"
"112860","8711","19",701,"","CHINA BASIN","ST",188,"03","2013"
"112983","4143","8",948,"","HAMPSHIRE","ST",1,"03","2013"
"113277","226","7",605,"","KEARNY","ST",1,"03","2013"
"113278","226","7",607,"","KEARNY","ST",1,"03","2013"
"113279","226","7",609,"","KEARNY","ST",1,"03","2013"
"113280","226","7",611,"","KEARNY","ST",1,"03","2013"
"113653","1405","45",322,"","29TH","AV",1,"03","2013"
"113856","798","58",940,"","GROVE","ST",1,"03","2013"
"113942","1933","24",436,"","MORAGA","ST",1,"03","2013"
