"address","...2","date","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","year","month","lat","lon","neighborhoods"
"111 TRENTON ST , San Francisco, CA, USA",85338,"05/07/2013","179","32",111,NA,"TRENTON","ST",1,"07",2013,37.79597975,-122.409274911042,"Chinatown"
"111 TRENTON ST , San Francisco, CA, USA",441594,"01/06/2018","179","32",111,NA,"TRENTON","ST",1,"06",2018,37.79597975,-122.409274911042,"Chinatown"
"1110 SOUTH VAN NESS AV , San Francisco, CA, USA",312354,"03/04/2015","3637","3",1110,NA,"SOUTH VAN NESS","AV",1,"04",2015,37.7552794,-122.4168793,"Mission"
"1110 SOUTH VAN NESS AV , San Francisco, CA, USA",502602,"13/10/2015","3637","3",1110,NA,"SOUTH VAN NESS","AV",1,"10",2015,37.7552794,-122.4168793,"Mission"
"1110 YORK ST , San Francisco, CA, USA",457326,"10/03/2017","4209","2",1110,NA,"YORK","ST",1,"03",2017,37.754051,-122.408435,"Mission"
"1110 YORK ST , San Francisco, CA, USA",432010,"17/06/2016","4209","2",1110,NA,"YORK","ST",1,"06",2016,37.754051,-122.408435,"Mission"
"1110 YORK ST , San Francisco, CA, USA",379665,"01/02/2017","4209","2",1110,NA,"YORK","ST",1,"02",2017,37.754051,-122.408435,"Mission"
"1114 LAKE ST , San Francisco, CA, USA",497200,"05/11/2018","1346","2",1114,NA,"LAKE","ST",1,"11",2018,37.78658,-122.471406,"Inner Richmond"
"1115 POLK ST , San Francisco, CA, USA",516124,"29/10/2018","691","2",1115,NA,"POLK","ST",2,"10",2018,37.787041,-122.4200765,"Nob Hill"
"1117 HOWARD ST , San Francisco, CA, USA",463199,"29/03/2018","3730","118",1117,NA,"HOWARD","ST",1,"03",2018,37.777493,-122.409585,"South of Market"
"1117 HOWARD ST , San Francisco, CA, USA",379563,"08/02/2017","3730","118",1117,NA,"HOWARD","ST",1,"02",2017,37.777493,-122.409585,"South of Market"
"1117 HOWARD ST , San Francisco, CA, USA",336106,"23/08/2016","3730","118",1117,NA,"HOWARD","ST",1,"08",2016,37.777493,-122.409585,"South of Market"
"1117 OCEAN AV , San Francisco, CA, USA",432077,"14/06/2016","6944","55",1117,NA,"OCEAN","AV",1,"06",2016,37.723397,-122.454531,"Oceanview/Merced/Ingleside"
"112 12TH AV , San Francisco, CA, USA",398417,"20/01/2017","1371","39",112,NA,"12TH","AV",1,"01",2017,37.7859177,-122.470864136644,"Inner Richmond"
"112 DIAMOND COVE TERR , San Francisco, CA, USA",18957,"01/08/2012","4991","607",112,NA,"DIAMOND COVE","TR",4,"08",2012,37.712924,-122.394603,"Bayview Hunters Point"
"112 LINDA ST , San Francisco, CA, USA",364981,"27/12/2018","3597","59",112,NA,"LINDA","ST",2,"12",2018,37.7597717692308,-122.422958692308,"Mission"
"112 SEAL COVE TERR , San Francisco, CA, USA",85495,"09/07/2013","4991","631",112,NA,"SEAL COVE","TR",4,"07",2013,37.711618,-122.394221,"Bayview Hunters Point"
"112 SUMMIT WY , San Francisco, CA, USA",371271,"20/02/2015","7331","154",112,NA,"SUMMIT","WY",2,"02",2015,37.715482940663,-122.475536299293,"Lakeshore"
"1121 A FELTON ST , San Francisco, CA, USA",432053,"22/06/2016","5971","29",1121,"A","FELTON","ST",1,"06",2016,37.727044877551,-122.415705571429,"Portola"
"1121 FELTON ST , San Francisco, CA, USA",432054,"22/06/2016","5971","29",1121,NA,"FELTON","ST",1,"06",2016,37.72690895,-122.415880291076,"Portola"
"1122 PAGE ST , San Francisco, CA, USA",121928,"31/05/2011","1219","8",1122,NA,"PAGE","ST",1,"05",2011,37.77209225,-122.439373349556,"Haight Ashbury"
"1122 PAGE ST , San Francisco, CA, USA",130894,"29/05/2013","1219","8",1122,NA,"PAGE","ST",1,"05",2013,37.77209225,-122.439373349556,"Haight Ashbury"
"1124 A IRVING ST , San Francisco, CA, USA",345959,"08/08/2018","1738","21",1124,"A","IRVING","ST",1,"08",2018,37.7639629183673,-122.469869612245,"Inner Sunset"
"1124 IRVING ST , San Francisco, CA, USA",345960,"08/08/2018","1738","21",1124,NA,"IRVING","ST",1,"08",2018,37.7639629183673,-122.469869612245,"Inner Sunset"
"1125 MASONIC AV , San Francisco, CA, USA",302749,"06/09/2007","1232","3",1125,NA,"MASONIC","AV",1,"09",2007,37.7707556,-122.4456686,"Haight Ashbury"
"1125 UNION ST , San Francisco, CA, USA",443431,"15/06/2018","122","027D",1125,NA,"UNION","ST",3,"06",2018,37.7991351,-122.417794942938,"Russian Hill"
"1125 UNION ST , San Francisco, CA, USA",340986,"22/08/2017","122","027D",1125,NA,"UNION","ST",3,"08",2017,37.7991351,-122.417794942938,"Russian Hill"
"1126 IRVING ST , San Francisco, CA, USA",536977,"27/09/2018","1738","21",1126,NA,"IRVING","ST",1,"09",2018,37.7640919,-122.470027517662,"Inner Sunset"
"1126 IRVING ST , San Francisco, CA, USA",345961,"08/08/2018","1738","21",1126,NA,"IRVING","ST",1,"08",2018,37.7640919,-122.470027517662,"Inner Sunset"
"1126 IRVING ST , San Francisco, CA, USA",417636,"20/07/2017","1738","21",1126,NA,"IRVING","ST",1,"07",2017,37.7640919,-122.470027517662,"Inner Sunset"
"1127 MASONIC AV , San Francisco, CA, USA",302750,"06/09/2007","1232","3",1127,NA,"MASONIC","AV",1,"09",2007,37.7707383,-122.4456652,"Haight Ashbury"
"1129 STANYAN ST , San Francisco, CA, USA",336208,"22/08/2016","2630","49",1129,NA,"STANYAN","ST",1,"08",2016,37.7637993,-122.452690860864,"Inner Sunset"
"113 BARTLETT ST , San Francisco, CA, USA",336606,"15/08/2016","3636","46",113,NA,"BARTLETT","ST",1,"08",2016,37.754917,-122.419495,"Mission"
"113 BARTLETT ST , San Francisco, CA, USA",322610,"06/04/2017","3636","46",113,NA,"BARTLETT","ST",1,"04",2017,37.754917,-122.419495,"Mission"
"113 BARTLETT ST , San Francisco, CA, USA",338278,"26/08/2016","3636","46",113,NA,"BARTLETT","ST",1,"08",2016,37.754917,-122.419495,"Mission"
"1133 TENNESSEE ST , San Francisco, CA, USA",224042,"13/02/2009","4172","28",1133,NA,"TENNESSEE","ST",1,"02",2009,37.757233,-122.388876,"Potrero Hill"
"1133 TENNESSEE ST , San Francisco, CA, USA",165220,"10/10/2014","4172","28",1133,NA,"TENNESSEE","ST",1,"10",2014,37.757233,-122.388876,"Potrero Hill"
"1133 TENNESSEE ST , San Francisco, CA, USA",491681,"20/11/2017","4172","28",1133,NA,"TENNESSEE","ST",1,"11",2017,37.757233,-122.388876,"Potrero Hill"
"1135 STANYAN ST , San Francisco, CA, USA",475179,"10/05/2017","2630","007A",1135,NA,"STANYAN","ST",2,"05",2017,37.76365565,-122.452713136878,"Inner Sunset"
"1135 TENNESSEE ST , San Francisco, CA, USA",491682,"20/11/2017","4172","28",1135,NA,"TENNESSEE","ST",1,"11",2017,37.757233,-122.388876,"Potrero Hill"
"1136 HAMPSHIRE ST , San Francisco, CA, USA",398484,"11/01/2017","4210","5",1136,NA,"HAMPSHIRE","ST",1,"01",2017,37.7538764,-122.407634847507,"Mission"
"1137 TENNESSEE ST , San Francisco, CA, USA",491683,"20/11/2017","4172","28",1137,NA,"TENNESSEE","ST",1,"11",2017,37.757231,-122.388877,"Potrero Hill"
"1138 PAGE ST , San Francisco, CA, USA",270293,NA,"1219","11",1138,NA,"PAGE","ST",2,NA,NA,37.7720185,-122.4396271,"Haight Ashbury"
"1139 MUNICH ST , San Francisco, CA, USA",534996,"06/09/2018","6449","23",1139,NA,"MUNICH","ST",1,"09",2018,37.710517,-122.436426,"Excelsior"
"1139 PACIFIC AV , San Francisco, CA, USA",398551,"05/01/2017","182","32",1139,NA,"PACIFIC","AV",1,"01",2017,37.795755,-122.413943,"Nob Hill"
"114 CHATTANOOGA ST , San Francisco, CA, USA",107522,"24/06/2014","3629","7",114,NA,"CHATTANOOGA","ST",1,"06",2014,37.7543985,-122.426848391689,"Noe Valley"
"114 DIAMOND COVE TERR , San Francisco, CA, USA",18958,"01/08/2012","4991","607",114,NA,"DIAMOND COVE","TR",4,"08",2012,37.712924,-122.394603,"Bayview Hunters Point"
"114 SEAL COVE TERR , San Francisco, CA, USA",85496,"09/07/2013","4991","631",114,NA,"SEAL COVE","TR",4,"07",2013,37.711627,-122.394166,"Bayview Hunters Point"
"1140 FOLSOM ST , San Francisco, CA, USA",511552,"04/10/2017","3730","15",1140,NA,"FOLSOM","ST",112,"10",2017,37.776081,-122.408912,"South of Market"
"1140 FOLSOM ST , San Francisco, CA, USA",374954,"05/02/2016","3730","15",1140,NA,"FOLSOM","ST",112,"02",2016,37.776081,-122.408912,"South of Market"
"1140 HARRISON ST , San Francisco, CA, USA",365140,"18/12/2018","3755","23",1140,NA,"HARRISON","ST",371,"12",2018,37.774984,-122.407841,"South of Market"
"1140 PAGE ST , San Francisco, CA, USA",270294,NA,"1219","11",1140,NA,"PAGE","ST",2,NA,NA,37.7720164,-122.4396469,"Haight Ashbury"
"1140 PAGE ST , San Francisco, CA, USA",96501,"04/06/2012","1219","11",1140,NA,"PAGE","ST",2,"06",2012,37.7720164,-122.4396469,"Haight Ashbury"
"1140 PAGE ST , San Francisco, CA, USA",138237,"18/11/2011","1219","11",1140,NA,"PAGE","ST",2,"11",2011,37.7720164,-122.4396469,"Haight Ashbury"
"1140 POTRERO AV , San Francisco, CA, USA",195425,"13/04/2009","4211","9",1140,NA,"POTRERO","AV",2,"04",2009,37.753874,-122.406696122033,"Mission"
"1140 POTRERO AV , San Francisco, CA, USA",284711,"04/11/2008","4211","9",1140,NA,"POTRERO","AV",2,"11",2008,37.753874,-122.406696122033,"Mission"
"1148 MONTGOMERY ST , San Francisco, CA, USA",496466,"16/11/2018","134","25",1148,NA,"MONTGOMERY","ST",1,"11",2018,37.7999331,-122.4041078,"North Beach"
"115 BARTLETT ST , San Francisco, CA, USA",322611,"06/04/2017","3636","46",115,NA,"BARTLETT","ST",1,"04",2017,37.754917,-122.419495,"Mission"
"115 BARTLETT ST , San Francisco, CA, USA",338279,"26/08/2016","3636","46",115,NA,"BARTLETT","ST",1,"08",2016,37.754917,-122.419495,"Mission"
"115 BARTLETT ST , San Francisco, CA, USA",336607,"15/08/2016","3636","46",115,NA,"BARTLETT","ST",1,"08",2016,37.754917,-122.419495,"Mission"
"115 CORNWALL ST , San Francisco, CA, USA",370253,"09/02/2015","1431","48",115,NA,"CORNWALL","ST",1,"02",2015,37.784743,-122.460614,"Inner Richmond"
"115 OTTER COVE TERR , San Francisco, CA, USA",7014,"02/04/2013","4991","614",115,NA,"OTTER COVE","TR",8,"04",2013,37.712534,-122.39464,"Bayview Hunters Point"
"115 OTTER COVE TERR , San Francisco, CA, USA",72096,"24/01/2013","4991","614",115,NA,"OTTER COVE","TR",14,"01",2013,37.712534,-122.39464,"Bayview Hunters Point"
"115 SEAL COVE TERR , San Francisco, CA, USA",18963,"01/08/2012","4991","627",115,NA,"SEAL COVE","TR",6,"08",2012,37.711832,-122.394264,"Bayview Hunters Point"
"115 SUMMIT WY , San Francisco, CA, USA",371283,"20/02/2015","7331","223",115,NA,"SUMMIT","WY",2,"02",2015,37.7153209808155,-122.475752861938,"Lakeshore"
"1150 3RD ST , San Francisco, CA, USA",360420,"18/12/2017","8711","26",1150,NA,"3RD","ST",119,"12",2017,37.77327365,-122.390264912056,"Mission Bay"
"1151 PLYMOUTH AV , San Francisco, CA, USA",357322,"29/12/2016","6942","10",1151,NA,"PLYMOUTH","AV",1,"12",2016,37.7229354,-122.456362733588,"Oceanview/Merced/Ingleside"
"1151 SUTTER ST , San Francisco, CA, USA",194040,"16/04/2008","692","14",1151,NA,"SUTTER","ST",8,"04",2008,37.7875901,-122.419450320979,"Nob Hill"
"1152 A POTRERO AV , San Francisco, CA, USA",398432,"05/01/2017","4211","11",1152,"A","POTRERO","AV",2,"01",2017,37.753729,-122.406607,"Mission"
"1152 B POTRERO AV , San Francisco, CA, USA",398433,"05/01/2017","4211","11",1152,"B","POTRERO","AV",2,"01",2017,37.753729,-122.406607,"Mission"
"1152 POTRERO AV , San Francisco, CA, USA",398434,"05/01/2017","4211","11",1152,NA,"POTRERO","AV",2,"01",2017,37.7537133,-122.406723093262,"Mission"
"1154 KEARNY ST , San Francisco, CA, USA",475171,"31/05/2017","144","25",1154,NA,"KEARNY","ST",1,"05",2017,37.798808,-122.405414,"North Beach"
"1155 4TH ST , San Francisco, CA, USA",12219,"11/04/2014","8711","25",1155,NA,"4TH","ST",147,"04",2014,37.7732565,-122.391226682082,"Mission Bay"
"1155 4TH ST , San Francisco, CA, USA",185448,"05/09/2014","8711","25",1155,NA,"4TH","ST",147,"09",2014,37.7732565,-122.391226682082,"Mission Bay"
"1155 CHURCH ST , San Francisco, CA, USA",43368,"17/12/2014","3650","28",1155,NA,"CHURCH","ST",1,"12",2014,37.752389,-122.427181,"Noe Valley"
"1155 CHURCH ST , San Francisco, CA, USA",465968,"06/05/2015","3650","28",1155,NA,"CHURCH","ST",1,"05",2015,37.752389,-122.427181,"Noe Valley"
"1155 MARKET ST , San Francisco, CA, USA",350848,"01/12/2015","3702","54",1155,NA,"MARKET","ST",11,"12",2015,37.779361,-122.41357,"South of Market"
"1155 MARKET ST , San Francisco, CA, USA",352609,"29/12/2015","3702","54",1155,NA,"MARKET","ST",11,"12",2015,37.779361,-122.41357,"South of Market"
"1157 CHURCH ST , San Francisco, CA, USA",465969,"06/05/2015","3650","28",1157,NA,"CHURCH","ST",1,"05",2015,37.752389,-122.427181,"Noe Valley"
"1157 CHURCH ST , San Francisco, CA, USA",43369,"17/12/2014","3650","28",1157,NA,"CHURCH","ST",1,"12",2014,37.752389,-122.427181,"Noe Valley"
"116 DIAMOND COVE TERR , San Francisco, CA, USA",18959,"01/08/2012","4991","607",116,NA,"DIAMOND COVE","TR",4,"08",2012,37.712924,-122.394603,"Bayview Hunters Point"
"116 SUMMIT WY , San Francisco, CA, USA",371285,"20/02/2015","7331","155",116,NA,"SUMMIT","WY",2,"02",2015,37.7154884504277,-122.475605968219,"Lakeshore"
"116 VIRGINIA AV , San Francisco, CA, USA",525475,"27/09/2016","5643","35",116,NA,"VIRGINIA","AV",1,"09",2016,37.74232145,-122.419882019185,"Bernal Heights"
"1160 PRAGUE ST , San Francisco, CA, USA",427475,"22/06/2015","6484","24",1160,NA,"PRAGUE","ST",1,"06",2015,37.71019295,-122.43910979551,"Excelsior"
"117 SEAL COVE TERR , San Francisco, CA, USA",18964,"01/08/2012","4991","627",117,NA,"SEAL COVE","TR",6,"08",2012,37.711831,-122.394193,"Bayview Hunters Point"
"117 SUMMIT WY , San Francisco, CA, USA",371284,"20/02/2015","7331","224",117,NA,"SUMMIT","WY",2,"02",2015,37.7153236456631,-122.475782643136,"Lakeshore"
"1170 RHODE ISLAND ST , San Francisco, CA, USA",525235,"14/09/2016","4158","27",1170,NA,"RHODE ISLAND","ST",1,"09",2016,37.755019,-122.401947,"Potrero Hill"
"1171 TENNESSEE ST , San Francisco, CA, USA",205130,"03/08/2009","4172","41",1171,NA,"TENNESSEE","ST",2,"08",2009,37.757027,-122.388978,"Potrero Hill"
"1171 YORK ST , San Francisco, CA, USA",480132,"25/05/2018","4210","23",1171,NA,"YORK","ST",1,"05",2018,37.753394,-122.408132,"Mission"
"1171 YORK ST , San Francisco, CA, USA",442908,"13/06/2018","4210","23",1171,NA,"YORK","ST",1,"06",2018,37.753394,-122.408132,"Mission"
"1171 YORK ST , San Francisco, CA, USA",424401,"20/07/2018","4210","23",1171,NA,"YORK","ST",1,"07",2018,37.753394,-122.408132,"Mission"
"1172 PLYMOUTH AV , San Francisco, CA, USA",427941,"04/06/2015","6943","40",1172,NA,"PLYMOUTH","AV",1,"06",2015,37.7231941,-122.455890644076,"Oceanview/Merced/Ingleside"
"1172 PLYMOUTH AV , San Francisco, CA, USA",370142,"06/02/2015","6943","40",1172,NA,"PLYMOUTH","AV",1,"02",2015,37.7231941,-122.455890644076,"Oceanview/Merced/Ingleside"
"1173 TENNESSEE ST , San Francisco, CA, USA",205131,"03/08/2009","4172","41",1173,NA,"TENNESSEE","ST",2,"08",2009,37.757028,-122.388982,"Potrero Hill"
"1174 KEARNY ST , San Francisco, CA, USA",475172,"31/05/2017","144","25",1174,NA,"KEARNY","ST",1,"05",2017,37.798808,-122.405414,"North Beach"
"118 BRODERICK ST , San Francisco, CA, USA",16139,"15/08/2011","1237","23",118,NA,"BRODERICK","ST",1,"08",2011,37.77173415,-122.438597327517,"Haight Ashbury"
"118 DIAMOND COVE TERR , San Francisco, CA, USA",18960,"01/08/2012","4991","607",118,NA,"DIAMOND COVE","TR",4,"08",2012,37.712924,-122.394603,"Bayview Hunters Point"
"1180 4TH ST , San Francisco, CA, USA",448259,"24/03/2015","8711","14",1180,NA,"4TH","ST",150,"03",2015,37.7730266834898,-122.391264197087,"Mission Bay"
"1180 4TH ST , San Francisco, CA, USA",134904,"21/05/2014","8711","14",1180,NA,"4TH","ST",150,"05",2014,37.7730266834898,-122.391264197087,"Mission Bay"
"1181 VALENCIA ST , San Francisco, CA, USA",525640,"13/09/2016","3636","27",1181,NA,"VALENCIA","ST",1,"09",2016,37.754066,-122.420487,"Mission"
"1181 VALENCIA ST , San Francisco, CA, USA",419218,"18/07/2017","3636","27",1181,NA,"VALENCIA","ST",1,"07",2017,37.754066,-122.420487,"Mission"
"1181 VALENCIA ST , San Francisco, CA, USA",531507,"13/09/2017","3636","27",1181,NA,"VALENCIA","ST",1,"09",2017,37.754066,-122.420487,"Mission"
"1181 VALENCIA ST , San Francisco, CA, USA",331901,"10/08/2015","3636","27",1181,NA,"VALENCIA","ST",1,"08",2015,37.754066,-122.420487,"Mission"
"1182 A PALOU AV , San Francisco, CA, USA",496592,"08/11/2018","4733","008B",1182,"A","PALOU","AV",1,"11",2018,37.7295834489796,-122.382980489796,"Bayview Hunters Point"
"119 27TH ST , San Francisco, CA, USA",306975,"17/09/2008","6594","43",119,NA,"27TH","ST",1,"09",2008,37.74700985,-122.42295069587,"Noe Valley"
"119 27TH ST , San Francisco, CA, USA",209303,"21/12/2007","6594","43",119,NA,"27TH","ST",1,"12",2007,37.74700985,-122.42295069587,"Noe Valley"
"119 CAYUGA AV , San Francisco, CA, USA",417693,"10/07/2017","6786","25",119,NA,"CAYUGA","AV",1,"07",2017,37.73094,-122.430862,"Outer Mission"
"119 PEABODY ST , San Francisco, CA, USA",515954,"01/10/2018","6306","38",119,NA,"PEABODY","ST",1,"10",2018,37.710711,-122.406937,"Visitacion Valley"
"119 SEAL COVE TERR , San Francisco, CA, USA",18965,"01/08/2012","4991","627",119,NA,"SEAL COVE","TR",6,"08",2012,37.711831,-122.394147,"Bayview Hunters Point"
"1190 MISSION ST , San Francisco, CA, USA",139032,"09/11/2011","3702","308",1190,NA,"MISSION","ST",418,"11",2011,37.77792,-122.412773,"South of Market"
"1192 NAPLES ST , San Francisco, CA, USA",336258,"23/08/2016","6482","21",1192,NA,"NAPLES","ST",1,"08",2016,37.71223145,-122.437893708807,"Excelsior"
"1196 HAMPSHIRE ST , San Francisco, CA, USA",166197,"27/10/2014","4210","13",1196,NA,"HAMPSHIRE","ST",1,"10",2014,37.7530516122449,-122.407409714286,"Mission"
"1196 HAMPSHIRE ST , San Francisco, CA, USA",485527,"03/11/2015","4210","13",1196,NA,"HAMPSHIRE","ST",1,"11",2015,37.7530516122449,-122.407409714286,"Mission"
"1196 HAMPSHIRE ST , San Francisco, CA, USA",12832,"18/04/2014","4210","13",1196,NA,"HAMPSHIRE","ST",1,"04",2014,37.7530516122449,-122.407409714286,"Mission"
"1196 HAMPSHIRE ST , San Francisco, CA, USA",235797,"25/01/2010","4210","13",1196,NA,"HAMPSHIRE","ST",1,"01",2010,37.7530516122449,-122.407409714286,"Mission"
"1197 DOLORES ST , San Francisco, CA, USA",347857,"28/08/2018","6511","18",1197,NA,"DOLORES","ST",1,"08",2018,37.7504074,-122.424797,"Mission"
"1197 DOLORES ST , San Francisco, CA, USA",443241,"20/06/2018","6511","18",1197,NA,"DOLORES","ST",1,"06",2018,37.7504074,-122.424797,"Mission"
"1197 DOLORES ST , San Francisco, CA, USA",398557,"11/01/2017","6511","18",1197,NA,"DOLORES","ST",1,"01",2017,37.7504074,-122.424797,"Mission"
"1197 DOLORES ST , San Francisco, CA, USA",456630,"01/03/2017","6511","18",1197,NA,"DOLORES","ST",1,"03",2017,37.7504074,-122.424797,"Mission"
"1198 VALENCIA ST , San Francisco, CA, USA",355424,"02/12/2016","3635","14",1198,NA,"VALENCIA","ST",49,"12",2016,37.75382,-122.420927,"Mission"
"1199 DOLORES ST , San Francisco, CA, USA",398558,"11/01/2017","6511","18",1199,NA,"DOLORES","ST",1,"01",2017,37.7503771,-122.4247938,"Mission"
"1199 DOLORES ST , San Francisco, CA, USA",443242,"20/06/2018","6511","18",1199,NA,"DOLORES","ST",1,"06",2018,37.7503771,-122.4247938,"Mission"
"1199 DOLORES ST , San Francisco, CA, USA",347858,"28/08/2018","6511","18",1199,NA,"DOLORES","ST",1,"08",2018,37.7503771,-122.4247938,"Mission"
"12 COSO AV , San Francisco, CA, USA",525528,"14/09/2016","5518","1",12,NA,"COSO","AV",2,"09",2016,37.746461,-122.418132666667,"Bernal Heights"
"12 COSO AV , San Francisco, CA, USA",442538,"01/06/2018","5518","1",12,NA,"COSO","AV",2,"06",2018,37.746461,-122.418132666667,"Bernal Heights"
"12 COSO AV , San Francisco, CA, USA",340962,"17/08/2017","5518","1",12,NA,"COSO","AV",2,"08",2017,37.746461,-122.418132666667,"Bernal Heights"
"120 DIAMOND COVE TERR , San Francisco, CA, USA",130416,"21/05/2013","4991","608",120,NA,"DIAMOND COVE","TR",6,"05",2013,37.712947,-122.394399,"Bayview Hunters Point"
"120 SUMMIT WY , San Francisco, CA, USA",371292,"20/02/2015","7331","157",120,NA,"SUMMIT","WY",1,"02",2015,37.7154939601925,-122.475675637145,"Lakeshore"
"1200 32ND AV , San Francisco, CA, USA",520534,"04/09/2015","1719","12",1200,NA,"32ND","AV",1,"09",2015,37.7646667,-122.490922477974,"Sunset/Parkside"
"1200 4TH ST , San Francisco, CA, USA",111527,"26/03/2012","8711","17",1200,NA,"4TH","ST",172,"03",2012,37.772454,-122.391944,"Mission Bay"
"1200 TREAT AV , San Francisco, CA, USA",491733,"20/11/2017","6524","1",1200,NA,"TREAT","AV",3,"11",2017,37.750839,-122.412931,"Mission"
"1200 TREAT AV , San Francisco, CA, USA",462970,"26/03/2018","6524","1",1200,NA,"TREAT","AV",3,"03",2018,37.750839,-122.412931,"Mission"
"1201 TENNESSEE ST , San Francisco, CA, USA",467426,"22/05/2015","4172","22",1201,NA,"TENNESSEE","ST",259,"05",2015,37.755928,-122.388603,"Potrero Hill"
"1201 TENNESSEE ST , San Francisco, CA, USA",356632,"19/12/2016","4172","22",1201,NA,"TENNESSEE","ST",259,"12",2016,37.755928,-122.388603,"Potrero Hill"
"1201 TENNESSEE ST , San Francisco, CA, USA",342546,"14/08/2017","4172","22",1201,NA,"TENNESSEE","ST",263,"08",2017,37.755928,-122.388603,"Potrero Hill"
"1201 TENNESSEE ST , San Francisco, CA, USA",438661,"16/06/2017","4172","22",1201,NA,"TENNESSEE","ST",263,"06",2017,37.755928,-122.388603,"Potrero Hill"
"1201 TENNESSEE ST , San Francisco, CA, USA",400473,"31/01/2017","4172","22",1201,NA,"TENNESSEE","ST",259,"01",2017,37.755928,-122.388603,"Potrero Hill"
"1202 TREAT AV , San Francisco, CA, USA",462971,"26/03/2018","6524","1",1202,NA,"TREAT","AV",3,"03",2018,37.7508114081633,-122.412928367347,"Mission"
"1202 TREAT AV , San Francisco, CA, USA",491734,"20/11/2017","6524","1",1202,NA,"TREAT","AV",3,"11",2017,37.7508114081633,-122.412928367347,"Mission"
