"","address","nhood","lat","long","month","year","block","street_name","street_type"
"15791","2300 Block Of 27th  Avenue","Sunset/Parkside","37.7436065120799","-122.484329228183","9","2014","2300","27th","Avenue"
"15795","4000 Block Of Mission  Street","Outer Mission","37.7322086050945","-122.427847811314","6","2017","4000","Mission","Street"
"15796","1700 Block Of Mission  Street","Mission","37.7695795081261","-122.420155600395","3","2018","1700","Mission","Street"
"15800","400 Block Of Garces  Drive","Lakeshore","37.7162668367529","-122.483885040666","4","2018","400","Garces","Drive"
"15802","800 Block Of Brazil  Avenue","Excelsior","37.721446147994","-122.428038390216","3","2015","800","Brazil","Avenue"
"15806","200 Block Of Chenery  Street","Glen Park","37.7377624856186","-122.426863455622","5","2017","200","Chenery","Street"
"15807","100 Block Of Font  Boulevard","Lakeshore","37.7155014475134","-122.473671964909","9","2013","100","Font","Boulevard"
"15808","2500 Block Of Bryant  Street","Mission","37.7535998366064","-122.409206597812","10","2013","2500","Bryant","Street"
"15810","100 Block Of Brighton  Avenue","Oceanview/Merced/Ingleside","37.7209421770694","-122.455122739633","7","2015","100","Brighton","Avenue"
"15812","0 Block Of Girard  Street","Portola","37.7315582222382","-122.406330410181","5","2016","0","Girard","Street"
"15814","200 Block Of 23rd  Avenue","Outer Richmond","37.783050513157","-122.482802621066","2","2016","200","23rd","Avenue"
"15817","700 Block Of Broderick  Street","Western Addition","37.7771153873073","-122.43993557773","1","2013","700","Broderick","Street"
"15819","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","7","2016","1100","Mission","Street"
"15820","300 Block Of 05th  Avenue","Inner Richmond","37.7820296839072","-122.46328060014","2","2017","300","05th","Avenue"
"15821","3700 Block Of 16th  Street","Castro/Upper Market","37.7641102824327","-122.435941916286","10","2018","3700","16th","Street"
"15823","3200 Block Of Lawton  Street","Sunset/Parkside","37.7570462504911","-122.497626502781","7","2013","3200","Lawton","Street"
"15824","300 Block Of 06th  Avenue","Inner Richmond","37.7819794270715","-122.464352095826","4","2015","300","06th","Avenue"
"15826","800 Block Of Haight  Street","Haight Ashbury","37.7713734572129","-122.436209297069","3","2013","800","Haight","Street"
"15828","300 Block Of Lincoln  Way","Inner Sunset","37.7660888288555","-122.461623803538","10","2017","300","Lincoln","Way"
"15829","2200 Block Of Stockton  Street","North Beach","37.8064953133003","-122.410404198292","2","2015","2200","Stockton","Street"
"15830","1300 Block Of Union  Street","Russian Hill","37.7988663200549","-122.421512878446","2","2016","1300","Union","Street"
"15831","800 Block Of Bush  Street","Nob Hill","37.7898456683357","-122.411254558382","12","2018","800","Bush","Street"
"15834","600 Block Of Webster  Street","Hayes Valley","37.7767374852136","-122.429716671599","5","2016","600","Webster","Street"
"15836","200 Block Of Sanchez  Street","Castro/Upper Market","37.7651207494163","-122.430953812844","10","2018","200","Sanchez","Street"
"15837","300 Block Of Frederick  Street","Haight Ashbury","37.7668006023965","-122.449609768705","3","2015","300","Frederick","Street"
"15839","2100 Block Of Bay  Street","Marina","37.8019443225082","-122.442391258493","5","2015","2100","Bay","Street"
"15841","1500 Block Of 11th  Avenue","Inner Sunset","37.7592842679163","-122.468125564039","12","2013","1500","11th","Avenue"
"15843","2800 Block Of Washington  Street","Pacific Heights","37.7908638845087","-122.440146911441","11","2015","2800","Washington","Street"
"15844","1300 Block Of San Bruno  Avenue","Mission","37.7524831716862","-122.404302484906","1","2015","1300","San Bruno","Avenue"
"15845","1000 Block Of Hampshire  Street","Potrero Hill","37.7553075619092","-122.407525214715","6","2018","1000","Hampshire","Street"
"15846","800 Block Of Leavenworth  Street","Nob Hill","37.7888538890454","-122.415278595219","6","2013","800","Leavenworth","Street"
"15850","700 Block Of 41st  Avenue","Outer Richmond","37.7745863163686","-122.501530303379","6","2014","700","41st","Avenue"
"15851","300 Block Of Arguello  Boulevard","Presidio Heights","37.7844427371636","-122.459089127751","10","2017","300","Arguello","Boulevard"
"15853","2300 Block Of 42nd  Avenue","Sunset/Parkside","37.7428954630689","-122.500398324251","10","2011","2300","42nd","Avenue"
"15854","300 Block Of Capp  Street","Mission","37.7611013135846","-122.418194718739","5","2015","300","Capp","Street"
"15855","3500 Block Of Santiago  Street","Sunset/Parkside","37.7436192840056","-122.505288195992","7","2017","3500","Santiago","Street"
"15857","500 Block Of Valencia  Street","Mission","37.7641085742942","-122.4218089844","2","2016","500","Valencia","Street"
"15860","0 Block Of Winfield  Street","Bernal Heights","37.7444884365646","-122.417304240571","12","2014","0","Winfield","Street"
"15861","1200 Block Of 09th  Avenue","Inner Sunset","37.7649808273188","-122.466376554363","6","2016","1200","09th","Avenue"
"15863","0 Block Of Sanchez  Street","Castro/Upper Market","37.768458076588","-122.431273871601","5","2018","0","Sanchez","Street"
"15864","500 Block Of Ivy  Street","Hayes Valley","37.7768249487724","-122.427183579307","10","2014","500","Ivy","Street"
"15866","2500 Block Of Clement  Street","Outer Richmond","37.7819490988122","-122.486482557202","1","2015","2500","Clement","Street"
"15868","100 Block Of 26th  Avenue","Seacliff","37.7866299172473","-122.486281376837","11","2014","100","26th","Avenue"
"15869","800 Block Of Pine  Street","Nob Hill","37.7909848515264","-122.409799575998","2","2012","800","Pine","Street"
"15870","0 Block Of Ottawa  Avenue","Outer Mission","37.7148616911899","-122.445290902906","11","2015","0","Ottawa","Avenue"
"15871","2200 Block Of 36th  Avenue","Sunset/Parkside","37.7450454089855","-122.49410270573","7","2015","2200","36th","Avenue"
"15872","200 Block Of Waterville  Street","Bayview Hunters Point","37.7317093752631","-122.402302599419","12","2015","200","Waterville","Street"
"15873","1900 Block Of Vallejo  Street","Marina","37.7959582064459","-122.429360325189","8","2015","1900","Vallejo","Street"
"15878","0 Block Of Mount Vernon  Avenue","Outer Mission","37.7152572643331","-122.443525372695","12","2018","0","Mount Vernon","Avenue"
"15880","1100 Block Of Treat  Avenue","Mission","37.7517704233944","-122.41291686481","1","2015","1100","Treat","Avenue"
"15881","0 Block Of Bruce  Avenue","Oceanview/Merced/Ingleside","37.7221228508372","-122.45261053099","8","2012","0","Bruce","Avenue"
"15882","0 Block Of Oakwood  Street","Mission","37.760692339262","-122.424944025614","2","2018","0","Oakwood","Street"
"15884","2600 Block Of 22nd  Street","Mission","37.7560817512817","-122.408050555552","9","2015","2600","22nd","Street"
"15885","1000 Block Of Jamestown  Avenue","Bayview Hunters Point","37.7190227390883","-122.394488136275","10","2015","1000","Jamestown","Avenue"
"15888","300 Block Of Bosworth  Street","Outer Mission","37.7333529761019","-122.429849913432","11","2018","300","Bosworth","Street"
"15890","400 Block Of University  Street","Portola","37.7244565188647","-122.413218835724","3","2014","400","University","Street"
"15891","1700 Block Of North Point  Street","Marina","37.8037128479935","-122.436030389074","9","2013","1700","North Point","Street"
"15892","1100 Block Of Alabama  Street","Mission","37.7534858306872","-122.41104139324","7","2013","1100","Alabama","Street"
"15894","700 Block Of Banks  Street","Bernal Heights","","","6","2016","700","Banks","Street"
"15895","700 Block Of Jackson  Street","Chinatown","37.7959976663656","-122.40686801752","9","2017","700","Jackson","Street"
"15898","1000 Block Of Fell  Street","Hayes Valley","37.7743762495956","-122.435117307257","11","2011","1000","Fell","Street"
"15899","0 Block Of Elgin  Park","Mission","37.7706537069644","-122.423225755603","6","2017","0","Elgin","Park"
"15900","2200 Block Of Cecilia  Avenue","West of Twin Peaks","37.7460110316469","-122.472031340739","12","2013","2200","Cecilia","Avenue"
"15901","100 Block Of Guerrero  Street","Mission","37.7694461856856","-122.424504229291","9","2015","100","Guerrero","Street"
"15902","600 Block Of Diamond  Street","Noe Valley","37.7523599568225","-122.436415567307","8","2014","600","Diamond","Street"
"15904","600 Block Of South Van Ness  Avenue","Mission","37.7627695668516","-122.417255671906","7","2013","600","South Van Ness","Avenue"
"15906","500 Block Of Arguello  Boulevard","Lone Mountain/USF","37.7802951095778","-122.458795139893","12","2012","500","Arguello","Boulevard"
"15908","900 Block Of Wisconsin  Street","Potrero Hill","37.755293007469","-122.398746557228","9","2015","900","Wisconsin","Street"
"15910","1200 Block Of Thomas  Avenue","Bayview Hunters Point","37.7267020075959","-122.38474627983","9","2014","1200","Thomas","Avenue"
"15913","600 Block Of 38th  Avenue","Outer Richmond","37.77659880552","-122.498453430391","7","2017","600","38th","Avenue"
"15914","2400 Block Of Lake  Street","Seacliff","37.7857215694525","-122.485685865652","4","2016","2400","Lake","Street"
"15916","1400 Block Of Stockton  Street","Chinatown","37.7988035887802","-122.408860235521","6","2018","1400","Stockton","Street"
"15918","500 Block Of Hyde  Street","Tenderloin","37.7855512449688","-122.416295242456","5","2012","500","Hyde","Street"
"15919","2400 Block Of 34th  Avenue","Sunset/Parkside","37.7414086923366","-122.491701415083","10","2013","2400","34th","Avenue"
"15923","700 Block Of Grove  Street","Hayes Valley","37.7770378383679","-122.429201805822","12","2015","700","Grove","Street"
"15929","400 Block Of Chestnut  Street","North Beach","37.8040655416668","-122.410758715182","11","2012","400","Chestnut","Street"
"15932","2700 Block Of Webster  Street","Marina","37.7959009109418","-122.433563482779","8","2017","2700","Webster","Street"
"15934","2000 Block Of 14th  Avenue","Inner Sunset","37.749874477371","-122.470952878362","5","2014","2000","14th","Avenue"
"15935","2500 Block Of 42nd  Avenue","Sunset/Parkside","37.7391677453097","-122.500129575193","8","2015","2500","42nd","Avenue"
"15937","200 Block Of Garces  Drive","Lakeshore","37.7155906684351","-122.480812989689","2","2018","200","Garces","Drive"
"15938","1000 Block Of 14th  Street","Castro/Upper Market","37.7671902438364","-122.437749267739","2","2017","1000","14th","Street"
"15939","800 Block Of Hampshire  Street","Potrero Hill","37.7585080923975","-122.407830330006","4","2015","800","Hampshire","Street"
"15940","200 Block Of 04th  Avenue","Inner Richmond","37.7839726003783","-122.462347533041","6","2015","200","04th","Avenue"
"15942","100 Block Of Brazil  Avenue","Excelsior","37.7241244062532","-122.433632483935","11","2016","100","Brazil","Avenue"
"15943","1500 Block Of Geneva  Avenue","Excelsior","37.7124925185557","-122.430831032649","8","2012","1500","Geneva","Avenue"
"15945","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","11","2014","1100","Mission","Street"
"15947","2000 Block Of 20th  Avenue","Sunset/Parkside","37.749530506115","-122.477218421941","7","2017","2000","20th","Avenue"
"15948","800 Block Of De Haro  Street","Potrero Hill","37.7589329292421","-122.40103569126","4","2013","800","De Haro","Street"
"15952","0 Block Of Romolo  Place","North Beach","37.7982544950322","-122.406301996962","12","2012","0","Romolo","Place"
"15953","0 Block Of Atalaya  Terrace","Lone Mountain/USF","37.7760627285184","-122.4475238406","1","2017","0","Atalaya","Terrace"
"15955","0 Block Of 14th  Avenue","Seacliff","37.7867405795016","-122.473287874985","9","2015","0","14th","Avenue"
"15958","100 Block Of Del Monte  Street","Outer Mission","37.7150248000864","-122.444365308166","6","2014","100","Del Monte","Street"
"15959","1500 Block Of La Salle  Avenue","Bayview Hunters Point","37.7360237135328","-122.387954343534","3","2013","1500","La Salle","Avenue"
"15961","2200 Block Of Stockton  Street","North Beach","37.8064953133003","-122.410404198292","6","2013","2200","Stockton","Street"
"15962","200 Block Of Rose  Street","Hayes Valley","37.7733021842501","-122.424809024661","4","2016","200","Rose","Street"
"15967","2200 Block Of 28th  Avenue","Sunset/Parkside","37.745423440008","-122.485531768833","7","2013","2200","28th","Avenue"
"15969","500 Block Of Cordova  Street","Excelsior","37.7092186964908","-122.434543809201","4","2016","500","Cordova","Street"
"15970","700 Block Of Hampshire  Street","Mission","37.7599531205938","-122.408002074869","4","2015","700","Hampshire","Street"
"15971","900 Block Of Pierce  Street","Western Addition","37.7786788243352","-122.435146700377","10","2015","900","Pierce","Street"
"15973","1100 Block Of Ocean  Avenue","Oceanview/Merced/Ingleside","37.7235911887008","-122.454616624591","9","2015","1100","Ocean","Avenue"
"15975","2300 Block Of 14th  Avenue","West of Twin Peaks","37.7442240830113","-122.470300105004","5","2013","2300","14th","Avenue"
"15977","100 Block Of Maynard  Street","Excelsior","37.7293403329644","-122.427146577217","10","2016","100","Maynard","Street"
"15980","2400 Block Of Washington  Street","Pacific Heights","37.7916956506027","-122.433560019442","9","2012","2400","Washington","Street"
"15985","2300 Block Of 39th  Avenue","Sunset/Parkside","37.7430390980828","-122.497182287368","12","2014","2300","39th","Avenue"
"15990","500 Block Of Union  Street","North Beach","37.8005659223026","-122.408184304967","12","2013","500","Union","Street"
"15991","2200 Block Of California  Street","Pacific Heights","37.7892198665947","-122.431373841942","12","2011","2200","California","Street"
"15996","1200 Block Of Mission  Street","South of Market","37.7764691031695","-122.414408951529","8","2018","1200","Mission","Street"
"16001","800 Block Of 48th  Avenue","Outer Richmond","37.772377252979","-122.508890519962","1","2015","800","48th","Avenue"
"16002","1500 Block Of 46th  Avenue","Sunset/Parkside","37.7576263006581","-122.505731162852","6","2016","1500","46th","Avenue"
"16003","100 Block Of Lisbon  Street","Excelsior","37.7258251787815","-122.430711557104","10","2012","100","Lisbon","Street"
"16004","800 Block Of Hyde  Street","Nob Hill","37.7886440324766","-122.416922016227","2","2013","800","Hyde","Street"
"16005","300 Block Of Ellis  Street","Tenderloin","37.7849704232413","-122.411960966056","12","2012","300","Ellis","Street"
"16006","300 Block Of Paris  Street","Excelsior","37.7231570543074","-122.43381910439","5","2015","300","Paris","Street"
"16007","700 Block Of 38th  Avenue","Outer Richmond","37.7747332787049","-122.498317617931","9","2013","700","38th","Avenue"
"16008","2000 Block Of Broadway  Street","Pacific Heights","37.7947896034749","-122.430811572356","8","2012","2000","Broadway","Street"
"16009","1000 Block Of Bush  Street","Nob Hill","37.7894245853819","-122.414550157761","10","2014","1000","Bush","Street"
"16012","100 Block Of Teddy  Avenue","Visitacion Valley","37.7142281203357","-122.405456102912","5","2018","100","Teddy","Avenue"
"16013","100 Block Of South Lake Merced  Hills","Sunset/Parkside","","","9","2011","100","South Lake Merced","Hills"
"16014","500 Block Of Brussels  Street","Portola","37.725316803827","-122.404836133065","5","2016","500","Brussels","Street"
"16016","200 Block Of Anderson  Street","Bernal Heights","37.7396367701963","-122.415227030261","11","2013","200","Anderson","Street"
"16020","2500 Block Of Quintara  Street","Sunset/Parkside","37.7479119866966","-122.492692056069","10","2017","2500","Quintara","Street"
"16021","300 Block Of 10th  Street","South of Market","37.7724424203954","-122.412360715932","3","2015","300","10th","Street"
"16022","3400 Block Of Pierce  Street","Marina","37.8021306676396","-122.439823899557","9","2014","3400","Pierce","Street"
"16023","1700 Block Of Oak  Street","Haight Ashbury","37.7717732432338","-122.448135208079","3","2013","1700","Oak","Street"
"16024","200 Block Of Jones  Street","Tenderloin","37.7834683273656","-122.412503511743","5","2018","200","Jones","Street"
"16026","1100 Block Of Jamestown  Avenue","Bayview Hunters Point","37.7198945115206","-122.396024249144","5","2015","1100","Jamestown","Avenue"
"16029","1900 Block Of 15th  Street","Castro/Upper Market","37.7662310757837","-122.427147907468","12","2018","1900","15th","Street"
"16031","800 Block Of 48th  Avenue","Outer Richmond","37.772377252979","-122.508890519962","4","2013","800","48th","Avenue"
"16035","1300 Block Of Market  Street","Tenderloin","37.7770444893888","-122.416930565378","9","2014","1300","Market","Street"
"16036","200 Block Of Chenery  Street","Glen Park","37.7377624856186","-122.426863455622","9","2018","200","Chenery","Street"
"16037","0 Block Of Diaz  Avenue","Lakeshore","37.7181080428036","-122.476281229494","4","2018","0","Diaz","Avenue"
"16038","500 Block Of Shrader  Street","Haight Ashbury","37.7698457075338","-122.451960472497","8","2015","500","Shrader","Street"
"16039","1400 Block Of Valencia  Street","Mission","37.7497061793666","-122.42043035854","11","2011","1400","Valencia","Street"
"16041","0 Block Of Higuera  Avenue","Lakeshore","37.7185417121616","-122.483887007251","6","2018","0","Higuera","Avenue"
"16042","1400 Block Of Chestnut  Street","Marina","37.8019673897633","-122.427199723301","3","2017","1400","Chestnut","Street"
"16043","2500 Block Of Moraga  Street","Sunset/Parkside","37.7555169025173","-122.489996541168","11","2015","2500","Moraga","Street"
"16045","100 Block Of 08th  Avenue","Inner Richmond","37.7856418286571","-122.466762387509","7","2018","100","08th","Avenue"
"16046","1200 Block Of Vallejo  Street","Russian Hill","37.7974376262462","-122.417850882254","9","2017","1200","Vallejo","Street"
"16048","300 Block Of 02nd  Avenue","Inner Richmond","37.782174982013","-122.460068426367","12","2014","300","02nd","Avenue"
"16050","500 Block Of 38th  Avenue","Outer Richmond","37.7784931889819","-122.4985929537","1","2015","500","38th","Avenue"
"16051","800 Block Of Valencia  Street","Mission","37.759736874338","-122.421390315583","6","2012","800","Valencia","Street"
"16052","3600 Block Of 18th  Street","Mission","37.7615284174701","-122.424412763605","2","2018","3600","18th","Street"
"16053","400 Block Of 18th  Avenue","Outer Richmond","37.7794724294384","-122.477169880219","8","2018","400","18th","Avenue"
"16056","800 Block Of 28th  Avenue","Outer Richmond","37.7733565840269","-122.487466107397","6","2015","800","28th","Avenue"
"16057","400 Block Of Miguel  Street","Glen Park","37.7366066674881","-122.427073126528","5","2013","400","Miguel","Street"
"16059","600 Block Of Lisbon  Street","Excelsior","37.7181131945479","-122.436545837237","1","2014","600","Lisbon","Street"
"16060","2300 Block Of Bryant  Street","Mission","37.7567946775261","-122.409524293361","9","2013","2300","Bryant","Street"
"16062","1000 Block Of Geary  Street","Tenderloin","37.7857893543822","-122.420566022454","11","2017","1000","Geary","Street"
"16063","800 Block Of 46th  Avenue","Outer Richmond","37.7724747444548","-122.506753284946","1","2013","800","46th","Avenue"
"16066","200 Block Of Font  Boulevard","Lakeshore","37.7162927222064","-122.475228742305","3","2015","200","Font","Boulevard"
"16067","0 Block Of Landers  Street","Castro/Upper Market","37.766991277408","-122.427788175423","6","2016","0","Landers","Street"
"16068","600 Block Of 24th  Avenue","Outer Richmond","37.7772826553546","-122.48345775749","12","2014","600","24th","Avenue"
"16069","2500 Block Of 42nd  Avenue","Sunset/Parkside","37.7391677453097","-122.500129575193","9","2015","2500","42nd","Avenue"
"16071","0 Block Of Alpine  Terrace","Haight Ashbury","37.7696285592481","-122.437679427181","3","2015","0","Alpine","Terrace"
"16073","0 Block Of Stoneyford  Avenue","Excelsior","37.7302784857231","-122.42101194199","6","2016","0","Stoneyford","Avenue"
"16074","1000 Block Of Post  Street","Tenderloin","37.7869327392576","-122.419099466609","10","2014","1000","Post","Street"
"16076","400 Block Of Ellis  Street","Tenderloin","37.7847531551863","-122.413604475311","7","2014","400","Ellis","Street"
"16077","3000 Block Of 20th  Street","Mission","37.7591090092893","-122.411169192906","12","2017","3000","20th","Street"
"16078","0 Block Of Chumasero  Drive","Lakeshore","37.7132784582678","-122.472924130809","7","2013","0","Chumasero","Drive"
"16084","0 Block Of Perego  Terrace","Twin Peaks","37.7504419214063","-122.444770534227","5","2018","0","Perego","Terrace"
"16086","2900 Block Of Franklin  Street","Marina","37.8015836626091","-122.426278693764","10","2018","2900","Franklin","Street"
"16090","2400 Block Of Filbert  Street","Marina","37.7974980729893","-122.4397890104","9","2016","2400","Filbert","Street"
"16092","0 Block Of Bucareli  Drive","Lakeshore","37.7174224798408","-122.479327322035","1","2013","0","Bucareli","Drive"
"16094","1700 Block Of 09th  Avenue","Inner Sunset","37.7556456041927","-122.465725988699","8","2015","1700","09th","Avenue"
"16096","300 Block Of Prague  Street","Excelsior","37.7167964304528","-122.428813190634","9","2014","300","Prague","Street"
"16097","500 Block Of 06th  Street","South of Market","37.7754240499821","-122.401752825882","5","2013","500","06th","Street"
"16098","2600 Block Of Mcallister  Street","Lone Mountain/USF","37.7756481429104","-122.455143649601","8","2017","2600","Mcallister","Street"
"16099","1500 Block Of Broadway  Street","Russian Hill","37.7958412585868","-122.422590612418","11","2014","1500","Broadway","Street"
"16100","1500 Block Of Vallejo  Street","Russian Hill","37.7967954050336","-122.422781106116","2","2014","1500","Vallejo","Street"
"16101","700 Block Of Niagara  Avenue","Oceanview/Merced/Ingleside","37.7206473824719","-122.450515201478","5","2016","700","Niagara","Avenue"
"16103","1100 Block Of Leavenworth  Street","Nob Hill","37.7918375131557","-122.41587691183","4","2014","1100","Leavenworth","Street"
"16104","200 Block Of 17th  Avenue","Outer Richmond","37.7833385394545","-122.476371675665","2","2016","200","17th","Avenue"
"16105","400 Block Of Union  Street","North Beach","37.8006874284547","-122.407192749011","12","2012","400","Union","Street"
"16109","300 Block Of Arballo  Drive","Lakeshore","37.7208297750934","-122.482997342081","12","2018","300","Arballo","Drive"
"16110","1200 Block Of 04th  Avenue","Inner Sunset","37.7656852095187","-122.461056333086","4","2013","1200","04th","Avenue"
"16111","0 Block Of Taylor  Street","Tenderloin","37.7824938827609","-122.410619618903","2","2015","0","Taylor","Street"
"16113","100 Block Of Grattan  Street","Haight Ashbury","37.7639346180018","-122.45032125085","4","2012","100","Grattan","Street"
"16115","0 Block Of Cumberland  Street","Mission","37.7590968183467","-122.424728183796","4","2014","0","Cumberland","Street"
"16116","1000 Block Of Geary  Street","Tenderloin","37.7857893543822","-122.420566022454","1","2016","1000","Geary","Street"
"16117","600 Block Of Ofarrell  Street","Tenderloin","37.7855571533307","-122.414818616836","7","2015","600","Ofarrell","Street"
"16119","0 Block Of Bucareli  Drive","Lakeshore","37.7174224798408","-122.479327322035","7","2018","0","Bucareli","Drive"
"16121","1200 Block Of South Van Ness  Avenue","Mission","37.7531702798884","-122.416339499758","7","2016","1200","South Van Ness","Avenue"
"16122","200 Block Of Clayton  Street","Lone Mountain/USF","37.7730518835171","-122.449234522659","6","2017","200","Clayton","Street"
"16124","800 Block Of Haight  Street","Haight Ashbury","37.7713734572129","-122.436209297069","3","2013","800","Haight","Street"
"16125","500 Block Of 03rd  Street","South of Market","37.7805274774643","-122.394848208221","1","2015","500","03rd","Street"
"16126","100 Block Of Sadowa  Street","Oceanview/Merced/Ingleside","37.7123076985909","-122.457530275347","6","2018","100","Sadowa","Street"
"16128","2200 Block Of California  Street","Pacific Heights","37.7892198665947","-122.431373841942","6","2014","2200","California","Street"
"16129","600 Block Of Jones  Street","Tenderloin","37.7870566884697","-122.4132281376","1","2012","600","Jones","Street"
"16130","0 Block Of Edinburgh  Street","Excelsior","37.7280373241935","-122.426862491414","10","2013","0","Edinburgh","Street"
"16131","1200 Block Of Rhode Island","Potrero Hill","37.7539320783367","-122.401528640177","10","2013","1200","Rhode Island","Island"
"16132","700 Block Of Hayes  Street","Hayes Valley","37.7761489794058","-122.428733888123","9","2013","700","Hayes","Street"
"16133","800 Block Of Post  Street","Nob Hill","37.7873495296114","-122.415817062041","6","2017","800","Post","Street"
"16138","0 Block Of Moneta  Way","Outer Mission","37.7129467331754","-122.449795579542","11","2015","0","Moneta","Way"
"16139","4500 Block Of 19th  Street","Castro/Upper Market","37.7590035556607","-122.439631551802","3","2016","4500","19th","Street"
"16141","2600 Block Of Laguna  Street","Pacific Heights","37.7953742259439","-122.430086055032","6","2018","2600","Laguna","Street"
"16144","1500 Block Of 48th  Avenue","Sunset/Parkside","37.7575323246317","-122.507870576566","12","2014","1500","48th","Avenue"
"16146","4400 Block Of 23rd  Street","Noe Valley","37.7524391229515","-122.441649105163","12","2013","4400","23rd","Street"
"16147","100 Block Of Caine  Avenue","Oceanview/Merced/Ingleside","37.7157787668432","-122.451801590009","4","2016","100","Caine","Avenue"
"16149","800 Block Of Van Ness  Avenue","Tenderloin","37.7831273536172","-122.420781803964","7","2012","800","Van Ness","Avenue"
"16151","900 Block Of Rutland  Street","Visitacion Valley","37.7106459378779","-122.408283091786","6","2016","900","Rutland","Street"
"16152","1700 Block Of Union  Street","Marina","37.798029997712","-122.428091477487","12","2013","1700","Union","Street"
"16155","1400 Block Of 18th  Avenue","Inner Sunset","37.7608132936038","-122.475860325301","2","2015","1400","18th","Avenue"
"16157","0 Block Of Ralston  Street","Oceanview/Merced/Ingleside","37.7136004848998","-122.468865311667","7","2017","0","Ralston","Street"
"16158","200 Block Of Beverly  Street","Oceanview/Merced/Ingleside","37.7206357050275","-122.471662848545","8","2013","200","Beverly","Street"
"16159","1200 Block Of 14th  Avenue","Inner Sunset","37.7647447968862","-122.471733746874","3","2016","1200","14th","Avenue"
"16160","800 Block Of Bush  Street","Nob Hill","37.7898456683357","-122.411254558382","6","2014","800","Bush","Street"
"16161","2300 Block Of 25th  Avenue","Sunset/Parkside","37.743700732634","-122.482186141811","3","2013","2300","25th","Avenue"
"16162","1500 Block Of 32nd  Avenue","Sunset/Parkside","37.7582853221929","-122.490729133188","4","2018","1500","32nd","Avenue"
"16163","200 Block Of 02nd  Avenue","Inner Richmond","37.7840713836612","-122.460203397833","4","2018","200","02nd","Avenue"
"16164","1700 Block Of Grove  Street","Lone Mountain/USF","37.7749785967877","-122.445438268307","1","2015","1700","Grove","Street"
"16167","100 Block Of Juan Bautista  Circle","Lakeshore","37.7176767751335","-122.478413347639","2","2015","100","Juan Bautista","Circle"
"16170","400 Block Of Anza  Street","Lone Mountain/USF","37.7805575279172","-122.451356543675","11","2013","400","Anza","Street"
"16176","900 Block Of Bush  Street","Nob Hill","","","6","2012","900","Bush","Street"
"16179","600 Block Of Burnett  Avenue","Twin Peaks","37.7513491154855","-122.444533936888","10","2015","600","Burnett","Avenue"
"16183","600 Block Of Taylor  Street","Nob Hill","37.7883246475936","-122.411787145198","2","2018","600","Taylor","Street"
"16186","600 Block Of Buchanan  Street","Hayes Valley","37.775551941615","-122.427771574023","6","2016","600","Buchanan","Street"
"16187","1500 Block Of Bay  Street","Marina","37.8031618124423","-122.432503665247","9","2016","1500","Bay","Street"
"16188","1000 Block Of Pine  Street","Nob Hill","","","8","2014","1000","Pine","Street"
"16189","500 Block Of Ellis  Street","Tenderloin","37.7845529931346","-122.415250968189","12","2012","500","Ellis","Street"
"16190","1000 Block Of Pine  Street","Nob Hill","","","11","2015","1000","Pine","Street"
"16192","0 Block Of Fuente  Avenue","Lakeshore","37.7193996791679","-122.478061795386","4","2014","0","Fuente","Avenue"
"16193","400 Block Of 34th  Avenue","Outer Richmond","37.7806135248232","-122.494450206642","4","2015","400","34th","Avenue"
"16195","100 Block Of Borica  Street","West of Twin Peaks","37.7245103652304","-122.467314577894","1","2015","100","Borica","Street"
"16196","1600 Block Of 12th  Avenue","Inner Sunset","37.7573711577871","-122.469066854241","8","2012","1600","12th","Avenue"
"16197","2700 Block Of Polk  Street","Russian Hill","37.802023894197","-122.422994802605","8","2014","2700","Polk","Street"
"16198","2700 Block Of Folsom  Street","Mission","37.7533024746416","-122.414159771107","1","2017","2700","Folsom","Street"
"16199","200 Block Of Chattanooga  Street","Noe Valley","37.7525654250514","-122.426405369905","8","2014","200","Chattanooga","Street"
"16200","500 Block Of Divisadero  Street","Hayes Valley","37.7745328476845","-122.437658234204","7","2015","500","Divisadero","Street"
"16202","1300 Block Of Gough  Street","Japantown","37.7857655238121","-122.424772732168","5","2012","1300","Gough","Street"
"16204","0 Block Of Edith  Street","North Beach","37.8028070184567","-122.408475873319","7","2014","0","Edith","Street"
"16205","300 Block Of Capp  Street","Mission","37.7611013135846","-122.418194718739","4","2018","300","Capp","Street"
"16208","600 Block Of Ellis  Street","Tenderloin","37.7843422922783","-122.416889243877","1","2013","600","Ellis","Street"
"16209","1200 Block Of Noe  Street","Noe Valley","37.7486286073795","-122.431601018321","3","2012","1200","Noe","Street"
"16210","0 Block Of Rudden  Avenue","Outer Mission","37.7242697400966","-122.441499129518","6","2017","0","Rudden","Avenue"
"16211","5800 Block Of Mission  Street","Excelsior","37.7094780563192","-122.450691297074","9","2013","5800","Mission","Street"
"16212","1800 Block Of 09th  Avenue","Inner Sunset","37.7537801770674","-122.465597633611","11","2011","1800","09th","Avenue"
"16214","700 Block Of Capp  Street","Mission","37.7547022761718","-122.417582446869","9","2012","700","Capp","Street"
"16217","300 Block Of Arguello  Boulevard","Presidio Heights","37.7844427371636","-122.459089127751","9","2017","300","Arguello","Boulevard"
