"","nhood_month_year","buyout_amount","count","avg_buyout","month","year","nhood"
"1065","7 2018 Excelsior",19000,2,9500,"7","2018","Excelsior"
"1066","7 2018 Glen Park",70000,1,70000,"7","2018","Glen Park"
"1067","7 2018 Inner Sunset",247400,4,61850,"7","2018","Inner Sunset"
"1068","7 2018 Lincoln Park",29800,1,29800,"7","2018","Lincoln Park"
"1069","7 2018 Lone Mountain/USF",74849.24,1,74849.24,"7","2018","Lone Mountain/USF"
"1070","7 2018 Marina",80000,1,80000,"7","2018","Marina"
"1071","7 2018 Mission",111000,3,37000,"7","2018","Mission"
"1072","7 2018 Noe Valley",56000,1,56000,"7","2018","Noe Valley"
"1073","7 2018 Oceanview/Merced/Ingleside",39400,1,39400,"7","2018","Oceanview/Merced/Ingleside"
"1074","7 2018 Outer Mission",32000,1,32000,"7","2018","Outer Mission"
"1075","7 2018 Pacific Heights",29500,2,14750,"7","2018","Pacific Heights"
"1076","7 2018 Potrero Hill",50000,2,25000,"7","2018","Potrero Hill"
"1077","7 2018 Presidio Heights",65000,2,32500,"7","2018","Presidio Heights"
"1078","7 2018 Tenderloin",196750,2,98375,"7","2018","Tenderloin"
"1079","7 2018 West of Twin Peaks",8000,1,8000,"7","2018","West of Twin Peaks"
"1080","7 2019 Castro/Upper Market",NA,3,NA,"7","2019","Castro/Upper Market"
"1081","7 2019 Haight Ashbury",156000,1,156000,"7","2019","Haight Ashbury"
"1082","7 2019 Hayes Valley",73000,2,36500,"7","2019","Hayes Valley"
"1083","7 2019 Inner Richmond",20000,1,20000,"7","2019","Inner Richmond"
"1084","7 2019 Inner Sunset",27168.26,1,27168.26,"7","2019","Inner Sunset"
"1085","7 2019 Lakeshore",NA,1,NA,"7","2019","Lakeshore"
"1086","7 2019 Marina",13500,2,6750,"7","2019","Marina"
"1087","7 2019 Mission",185000,2,92500,"7","2019","Mission"
"1088","7 2019 Nob Hill",40394.86,2,20197.43,"7","2019","Nob Hill"
"1089","7 2019 Oceanview/Merced/Ingleside",20000,1,20000,"7","2019","Oceanview/Merced/Ingleside"
"1090","7 2019 Outer Mission",33500,1,33500,"7","2019","Outer Mission"
"1091","7 2019 Outer Richmond",35000,1,35000,"7","2019","Outer Richmond"
"1092","7 2019 Pacific Heights",90000,1,90000,"7","2019","Pacific Heights"
"1093","7 2019 Portola",22428,1,22428,"7","2019","Portola"
"1094","7 2019 Presidio Heights",55000,2,27500,"7","2019","Presidio Heights"
"1095","7 2019 Russian Hill",92500,2,46250,"7","2019","Russian Hill"
"1096","7 2019 Sunset/Parkside",116593,4,29148.25,"7","2019","Sunset/Parkside"
"1097","7 2019 Twin Peaks",32500,1,32500,"7","2019","Twin Peaks"
"1098","7 2019 Visitacion Valley",14000,1,14000,"7","2019","Visitacion Valley"
"1099","7 2019 West of Twin Peaks",37234,2,18617,"7","2019","West of Twin Peaks"
"1100","7 2019 Western Addition",102000,2,51000,"7","2019","Western Addition"
"1101","7 2020 Bernal Heights",35000,1,35000,"7","2020","Bernal Heights"
"1102","7 2020 Financial District/South Beach",14850,1,14850,"7","2020","Financial District/South Beach"
"1103","7 2020 Hayes Valley",10000,1,10000,"7","2020","Hayes Valley"
"1104","7 2020 Japantown",8000,1,8000,"7","2020","Japantown"
"1105","7 2020 Lone Mountain/USF",81096,1,81096,"7","2020","Lone Mountain/USF"
"1106","7 2020 Marina",20000,1,20000,"7","2020","Marina"
"1107","7 2020 Mission",225000,4,56250,"7","2020","Mission"
"1108","7 2020 Mission Bay",15250,1,15250,"7","2020","Mission Bay"
"1109","7 2020 Noe Valley",182245,3,60748.3333333333,"7","2020","Noe Valley"
"1110","7 2020 North Beach",158000,1,158000,"7","2020","North Beach"
"1111","7 2020 Outer Mission",235000,2,117500,"7","2020","Outer Mission"
"1112","7 2020 Pacific Heights",130000,1,130000,"7","2020","Pacific Heights"
"1113","7 2020 Potrero Hill",101200,2,50600,"7","2020","Potrero Hill"
"1114","7 2020 Sunset/Parkside",54385.8,2,27192.9,"7","2020","Sunset/Parkside"
"1115","7 2020 West of Twin Peaks",37267,2,18633.5,"7","2020","West of Twin Peaks"
"1116","7 2020 Western Addition",87135,3,29045,"7","2020","Western Addition"
"1117","7 2021 Bayview Hunters Point",29000,1,29000,"7","2021","Bayview Hunters Point"
"1118","7 2021 Bernal Heights",30932.17,1,30932.17,"7","2021","Bernal Heights"
"1119","7 2021 Castro/Upper Market",235630.37,4,58907.5925,"7","2021","Castro/Upper Market"
"1120","7 2021 Chinatown",10000,1,10000,"7","2021","Chinatown"
"1121","7 2021 Excelsior",90000,1,90000,"7","2021","Excelsior"
"1122","7 2021 Glen Park",127720,2,63860,"7","2021","Glen Park"
"1123","7 2021 Haight Ashbury",235738.96,3,78579.6533333333,"7","2021","Haight Ashbury"
"1124","7 2021 Inner Richmond",10000,1,10000,"7","2021","Inner Richmond"
"1125","7 2021 Lone Mountain/USF",345000,5,69000,"7","2021","Lone Mountain/USF"
"1126","7 2021 Mission",239136.65,4,59784.1625,"7","2021","Mission"
"1127","7 2021 Noe Valley",40000,1,40000,"7","2021","Noe Valley"
"1128","7 2021 Oceanview/Merced/Ingleside",73683.19,3,24561.0633333333,"7","2021","Oceanview/Merced/Ingleside"
"1129","7 2021 Outer Richmond",60000,1,60000,"7","2021","Outer Richmond"
"1130","7 2021 Pacific Heights",37500,1,37500,"7","2021","Pacific Heights"
"1131","7 2021 Portola",22600,1,22600,"7","2021","Portola"
"1132","7 2021 Potrero Hill",30000,1,30000,"7","2021","Potrero Hill"
"1133","7 2021 Russian Hill",2950,1,2950,"7","2021","Russian Hill"
"1134","7 2021 South of Market",8750,1,8750,"7","2021","South of Market"
"1135","7 2021 Sunset/Parkside",166820.21,5,33364.042,"7","2021","Sunset/Parkside"
"1136","7 2021 Visitacion Valley",35000,1,35000,"7","2021","Visitacion Valley"
"1137","7 2021 West of Twin Peaks",26000,2,13000,"7","2021","West of Twin Peaks"
"1138","7 2021 Western Addition",42049.53,1,42049.53,"7","2021","Western Addition"
"1139","7 2022 Inner Richmond",25000,1,25000,"7","2022","Inner Richmond"
"1140","7 2022 Lone Mountain/USF",15000,1,15000,"7","2022","Lone Mountain/USF"
"1141","7 2022 Sunset/Parkside",34950,1,34950,"7","2022","Sunset/Parkside"
"1142","8 2015 Bernal Heights",20000,1,20000,"8","2015","Bernal Heights"
"1143","8 2015 Castro/Upper Market",249325,6,41554.1666666667,"8","2015","Castro/Upper Market"
"1144","8 2015 Excelsior",33000,2,16500,"8","2015","Excelsior"
"1145","8 2015 Haight Ashbury",14000,1,14000,"8","2015","Haight Ashbury"
"1146","8 2015 Hayes Valley",23000,1,23000,"8","2015","Hayes Valley"
"1147","8 2015 Inner Sunset",14000,1,14000,"8","2015","Inner Sunset"
"1148","8 2015 Japantown",23500,1,23500,"8","2015","Japantown"
"1149","8 2015 Lone Mountain/USF",4000,1,4000,"8","2015","Lone Mountain/USF"
"1150","8 2015 Marina",369248.59,5,73849.718,"8","2015","Marina"
"1151","8 2015 Mission",196500,4,49125,"8","2015","Mission"
"1152","8 2015 Nob Hill",44500,1,44500,"8","2015","Nob Hill"
"1153","8 2015 Outer Mission",18000,1,18000,"8","2015","Outer Mission"
"1154","8 2015 Pacific Heights",NA,1,NA,"8","2015","Pacific Heights"
"1155","8 2015 Portola",30000,1,30000,"8","2015","Portola"
"1156","8 2015 Sunset/Parkside",145000,4,36250,"8","2015","Sunset/Parkside"
"1157","8 2015 Tenderloin",25000,1,25000,"8","2015","Tenderloin"
"1158","8 2015 West of Twin Peaks",21102,2,10551,"8","2015","West of Twin Peaks"
"1159","8 2015 Western Addition",35000,1,35000,"8","2015","Western Addition"
"1160","8 2016 Bayview Hunters Point",86000,2,43000,"8","2016","Bayview Hunters Point"
"1161","8 2016 Bernal Heights",90400,2,45200,"8","2016","Bernal Heights"
"1162","8 2016 Excelsior",34465.77,2,17232.885,"8","2016","Excelsior"
"1163","8 2016 Haight Ashbury",225000,3,75000,"8","2016","Haight Ashbury"
"1164","8 2016 Hayes Valley",5500,1,5500,"8","2016","Hayes Valley"
"1165","8 2016 Inner Richmond",131613.6,2,65806.8,"8","2016","Inner Richmond"
"1166","8 2016 Lone Mountain/USF",35000,1,35000,"8","2016","Lone Mountain/USF"
"1167","8 2016 Marina",110000,3,36666.6666666667,"8","2016","Marina"
"1168","8 2016 Mission",68525.81,3,22841.9366666667,"8","2016","Mission"
"1169","8 2016 Nob Hill",67622.8,1,67622.8,"8","2016","Nob Hill"
"1170","8 2016 Oceanview/Merced/Ingleside",15000,1,15000,"8","2016","Oceanview/Merced/Ingleside"
"1171","8 2016 Pacific Heights",84400,2,42200,"8","2016","Pacific Heights"
"1172","8 2016 Portola",37500,1,37500,"8","2016","Portola"
"1173","8 2016 Russian Hill",25000,1,25000,"8","2016","Russian Hill"
"1174","8 2016 South of Market",11200,2,5600,"8","2016","South of Market"
"1175","8 2016 Sunset/Parkside",228706,3,76235.3333333333,"8","2016","Sunset/Parkside"
"1176","8 2016 Tenderloin",7000,1,7000,"8","2016","Tenderloin"
"1177","8 2016 Western Addition",18000,1,18000,"8","2016","Western Addition"
"1178","8 2017 Bayview Hunters Point",59000,2,29500,"8","2017","Bayview Hunters Point"
"1179","8 2017 Bernal Heights",29286,1,29286,"8","2017","Bernal Heights"
"1180","8 2017 Castro/Upper Market",106440,1,106440,"8","2017","Castro/Upper Market"
"1181","8 2017 Excelsior",72270.41,2,36135.205,"8","2017","Excelsior"
"1182","8 2017 Haight Ashbury",44012.47,1,44012.47,"8","2017","Haight Ashbury"
"1183","8 2017 Hayes Valley",25000,1,25000,"8","2017","Hayes Valley"
"1184","8 2017 Inner Richmond",68000,1,68000,"8","2017","Inner Richmond"
"1185","8 2017 Inner Sunset",18785,2,9392.5,"8","2017","Inner Sunset"
"1186","8 2017 Lone Mountain/USF",281446,3,93815.3333333333,"8","2017","Lone Mountain/USF"
"1187","8 2017 Marina",55000,2,27500,"8","2017","Marina"
"1188","8 2017 Mission",4e+05,4,1e+05,"8","2017","Mission"
"1189","8 2017 Noe Valley",3550,1,3550,"8","2017","Noe Valley"
"1190","8 2017 Outer Mission",31200,3,10400,"8","2017","Outer Mission"
"1191","8 2017 Pacific Heights",27786.03,2,13893.015,"8","2017","Pacific Heights"
"1192","8 2017 Presidio",34000,1,34000,"8","2017","Presidio"
"1193","8 2017 South of Market",25000,1,25000,"8","2017","South of Market"
"1194","8 2017 Sunset/Parkside",79818.74,4,19954.685,"8","2017","Sunset/Parkside"
"1195","8 2017 West of Twin Peaks",40000,1,40000,"8","2017","West of Twin Peaks"
"1196","8 2018 Bayview Hunters Point",40000,1,40000,"8","2018","Bayview Hunters Point"
"1197","8 2018 Bernal Heights",57299,3,19099.6666666667,"8","2018","Bernal Heights"
"1198","8 2018 Castro/Upper Market",125000,1,125000,"8","2018","Castro/Upper Market"
"1199","8 2018 Haight Ashbury",58000,1,58000,"8","2018","Haight Ashbury"
"1200","8 2018 Inner Richmond",68261.92,4,17065.48,"8","2018","Inner Richmond"
"1201","8 2018 Lone Mountain/USF",123707.35,2,61853.675,"8","2018","Lone Mountain/USF"
"1202","8 2018 Marina",268789.71,3,89596.57,"8","2018","Marina"
"1203","8 2018 Mission",513970.66,8,64246.3325,"8","2018","Mission"
"1204","8 2018 Nob Hill",65000,1,65000,"8","2018","Nob Hill"
"1205","8 2018 Noe Valley",27500,1,27500,"8","2018","Noe Valley"
"1206","8 2018 North Beach",68000,1,68000,"8","2018","North Beach"
"1207","8 2018 Outer Mission",162239.43,3,54079.81,"8","2018","Outer Mission"
"1208","8 2018 Outer Richmond",114992.4,2,57496.2,"8","2018","Outer Richmond"
"1209","8 2018 Pacific Heights",246850,3,82283.3333333333,"8","2018","Pacific Heights"
"1210","8 2018 Portola",30000,1,30000,"8","2018","Portola"
"1211","8 2018 Potrero Hill",50000,1,50000,"8","2018","Potrero Hill"
"1212","8 2018 Presidio Heights",24500,1,24500,"8","2018","Presidio Heights"
"1213","8 2018 Russian Hill",29881,2,14940.5,"8","2018","Russian Hill"
"1214","8 2018 Tenderloin",193750,1,193750,"8","2018","Tenderloin"
"1215","8 2018 Visitacion Valley",13000,1,13000,"8","2018","Visitacion Valley"
"1216","8 2018 West of Twin Peaks",47000,2,23500,"8","2018","West of Twin Peaks"
"1217","8 2019 Castro/Upper Market",324500,4,81125,"8","2019","Castro/Upper Market"
"1218","8 2019 Chinatown",23268,1,23268,"8","2019","Chinatown"
"1219","8 2019 Excelsior",6000,1,6000,"8","2019","Excelsior"
"1220","8 2019 Glen Park",70000,1,70000,"8","2019","Glen Park"
"1221","8 2019 Inner Richmond",134000,3,44666.6666666667,"8","2019","Inner Richmond"
"1222","8 2019 Inner Sunset",57725,1,57725,"8","2019","Inner Sunset"
"1223","8 2019 Lone Mountain/USF",9046.79,1,9046.79,"8","2019","Lone Mountain/USF"
"1224","8 2019 Mission",138590.09,5,27718.018,"8","2019","Mission"
"1225","8 2019 Noe Valley",122000,3,40666.6666666667,"8","2019","Noe Valley"
"1226","8 2019 Outer Richmond",182000,5,36400,"8","2019","Outer Richmond"
"1227","8 2019 Pacific Heights",135000,1,135000,"8","2019","Pacific Heights"
"1228","8 2019 Portola",27134,2,13567,"8","2019","Portola"
"1229","8 2019 Presidio Heights",516925.84,7,73846.5485714286,"8","2019","Presidio Heights"
"1230","8 2019 Russian Hill",217500,3,72500,"8","2019","Russian Hill"
"1231","8 2019 Sunset/Parkside",199000,5,39800,"8","2019","Sunset/Parkside"
"1232","8 2019 West of Twin Peaks",87562,2,43781,"8","2019","West of Twin Peaks"
"1233","8 2019 Western Addition",0,1,0,"8","2019","Western Addition"
"1234","8 2020 Bayview Hunters Point",53200,2,26600,"8","2020","Bayview Hunters Point"
"1235","8 2020 Castro/Upper Market",114110,1,114110,"8","2020","Castro/Upper Market"
"1236","8 2020 Excelsior",20000,1,20000,"8","2020","Excelsior"
"1237","8 2020 Glen Park",20000,1,20000,"8","2020","Glen Park"
"1238","8 2020 Haight Ashbury",83202.27,1,83202.27,"8","2020","Haight Ashbury"
"1239","8 2020 Inner Richmond",85000,2,42500,"8","2020","Inner Richmond"
"1240","8 2020 Inner Sunset",15000,1,15000,"8","2020","Inner Sunset"
"1241","8 2020 Lone Mountain/USF",58620.57,2,29310.285,"8","2020","Lone Mountain/USF"
"1242","8 2020 Mission",124450,3,41483.3333333333,"8","2020","Mission"
"1243","8 2020 Mission Bay",15469.35,1,15469.35,"8","2020","Mission Bay"
"1244","8 2020 Noe Valley",65000,1,65000,"8","2020","Noe Valley"
"1245","8 2020 Pacific Heights",30000,1,30000,"8","2020","Pacific Heights"
"1246","8 2020 Potrero Hill",80000,1,80000,"8","2020","Potrero Hill"
"1247","8 2020 Russian Hill",138003.69,3,46001.23,"8","2020","Russian Hill"
"1248","8 2020 South of Market",26491,1,26491,"8","2020","South of Market"
"1249","8 2020 West of Twin Peaks",12000,1,12000,"8","2020","West of Twin Peaks"
"1250","8 2021 Bayview Hunters Point",39500,2,19750,"8","2021","Bayview Hunters Point"
"1251","8 2021 Castro/Upper Market",NA,4,NA,"8","2021","Castro/Upper Market"
"1252","8 2021 Excelsior",7000,1,7000,"8","2021","Excelsior"
"1253","8 2021 Financial District/South Beach",35000,1,35000,"8","2021","Financial District/South Beach"
"1254","8 2021 Glen Park",45000,1,45000,"8","2021","Glen Park"
"1255","8 2021 Haight Ashbury",97000,2,48500,"8","2021","Haight Ashbury"
"1256","8 2021 Hayes Valley",NA,4,NA,"8","2021","Hayes Valley"
"1257","8 2021 Inner Richmond",34000,1,34000,"8","2021","Inner Richmond"
"1258","8 2021 Inner Sunset",78800.02,3,26266.6733333333,"8","2021","Inner Sunset"
"1259","8 2021 Marina",118990,4,29747.5,"8","2021","Marina"
"1260","8 2021 Mission",131600,3,43866.6666666667,"8","2021","Mission"
"1261","8 2021 Nob Hill",77050,2,38525,"8","2021","Nob Hill"
"1262","8 2021 Noe Valley",359300,4,89825,"8","2021","Noe Valley"
"1263","8 2021 North Beach",51671.51,1,51671.51,"8","2021","North Beach"
"1264","8 2021 Oceanview/Merced/Ingleside",44000,2,22000,"8","2021","Oceanview/Merced/Ingleside"
"1265","8 2021 Outer Mission",520000,2,260000,"8","2021","Outer Mission"
"1266","8 2021 Pacific Heights",24000,1,24000,"8","2021","Pacific Heights"
"1267","8 2021 Portola",47000,1,47000,"8","2021","Portola"
"1268","8 2021 Potrero Hill",33400,2,16700,"8","2021","Potrero Hill"
"1269","8 2021 Russian Hill",13500,1,13500,"8","2021","Russian Hill"
"1270","8 2021 Seacliff",72000,1,72000,"8","2021","Seacliff"
"1271","8 2021 Sunset/Parkside",NA,6,NA,"8","2021","Sunset/Parkside"
"1272","8 2021 West of Twin Peaks",98585,4,24646.25,"8","2021","West of Twin Peaks"
"1273","8 2022 Outer Richmond",11156.08,1,11156.08,"8","2022","Outer Richmond"
"1274","9 2015 Castro/Upper Market",20000,1,20000,"9","2015","Castro/Upper Market"
"1275","9 2015 Excelsior",47750,3,15916.6666666667,"9","2015","Excelsior"
"1276","9 2015 Glen Park",67517,2,33758.5,"9","2015","Glen Park"
"1277","9 2015 Hayes Valley",15000,1,15000,"9","2015","Hayes Valley"
"1278","9 2015 Inner Sunset",68926,2,34463,"9","2015","Inner Sunset"
"1279","9 2015 Marina",120000,2,60000,"9","2015","Marina"
"1280","9 2015 Mission",22083.76,3,7361.25333333333,"9","2015","Mission"
"1281","9 2015 Noe Valley",203400,3,67800,"9","2015","Noe Valley"
"1282","9 2015 Outer Richmond",10000,1,10000,"9","2015","Outer Richmond"
"1283","9 2015 Pacific Heights",56930.87,4,14232.7175,"9","2015","Pacific Heights"
"1284","9 2015 Russian Hill",20354,1,20354,"9","2015","Russian Hill"
"1285","9 2015 Sunset/Parkside",26854,2,13427,"9","2015","Sunset/Parkside"
"1286","9 2015 Visitacion Valley",33000,1,33000,"9","2015","Visitacion Valley"
"1287","9 2015 Western Addition",48500,1,48500,"9","2015","Western Addition"
"1288","9 2016 Bayview Hunters Point",32900,1,32900,"9","2016","Bayview Hunters Point"
"1289","9 2016 Bernal Heights",25000,2,12500,"9","2016","Bernal Heights"
"1290","9 2016 Excelsior",10000,1,10000,"9","2016","Excelsior"
"1291","9 2016 Haight Ashbury",9000,1,9000,"9","2016","Haight Ashbury"
"1292","9 2016 Inner Sunset",30000,1,30000,"9","2016","Inner Sunset"
"1293","9 2016 Marina",20500,2,10250,"9","2016","Marina"
"1294","9 2016 Mission",140000,2,70000,"9","2016","Mission"
"1295","9 2016 Nob Hill",17500,1,17500,"9","2016","Nob Hill"
"1296","9 2016 Noe Valley",50000,1,50000,"9","2016","Noe Valley"
"1297","9 2016 North Beach",19390,1,19390,"9","2016","North Beach"
"1298","9 2016 Oceanview/Merced/Ingleside",38000,1,38000,"9","2016","Oceanview/Merced/Ingleside"
"1299","9 2016 Outer Richmond",35980,2,17990,"9","2016","Outer Richmond"
"1300","9 2016 Potrero Hill",20000,1,20000,"9","2016","Potrero Hill"
"1301","9 2016 Presidio Heights",74959.92,1,74959.92,"9","2016","Presidio Heights"
"1302","9 2016 Sunset/Parkside",99650.24,2,49825.12,"9","2016","Sunset/Parkside"
"1303","9 2016 Western Addition",113109,3,37703,"9","2016","Western Addition"
"1304","9 2017 Bernal Heights",29042.5,1,29042.5,"9","2017","Bernal Heights"
"1305","9 2017 Excelsior",139000,2,69500,"9","2017","Excelsior"
"1306","9 2017 Glen Park",10476.7,1,10476.7,"9","2017","Glen Park"
"1307","9 2017 Haight Ashbury",40000,1,40000,"9","2017","Haight Ashbury"
"1308","9 2017 Inner Richmond",41000,2,20500,"9","2017","Inner Richmond"
"1309","9 2017 Noe Valley",235000,3,78333.3333333333,"9","2017","Noe Valley"
"1310","9 2017 North Beach",30000,1,30000,"9","2017","North Beach"
"1311","9 2017 Outer Richmond",312375,3,104125,"9","2017","Outer Richmond"
"1312","9 2017 Pacific Heights",58953.4,4,14738.35,"9","2017","Pacific Heights"
"1313","9 2017 Russian Hill",40000,1,40000,"9","2017","Russian Hill"
"1314","9 2017 Sunset/Parkside",45000,1,45000,"9","2017","Sunset/Parkside"
"1315","9 2017 West of Twin Peaks",24278.06,1,24278.06,"9","2017","West of Twin Peaks"
"1316","9 2017 Western Addition",59206.21,1,59206.21,"9","2017","Western Addition"
"1317","9 2018 Bayview Hunters Point",25000,1,25000,"9","2018","Bayview Hunters Point"
"1318","9 2018 Bernal Heights",76000,2,38000,"9","2018","Bernal Heights"
"1319","9 2018 Haight Ashbury",136300,2,68150,"9","2018","Haight Ashbury"
"1320","9 2018 Hayes Valley",178000,4,44500,"9","2018","Hayes Valley"
"1321","9 2018 Inner Richmond",1e+05,1,1e+05,"9","2018","Inner Richmond"
"1322","9 2018 Inner Sunset",32500,1,32500,"9","2018","Inner Sunset"
"1323","9 2018 Lone Mountain/USF",2500,1,2500,"9","2018","Lone Mountain/USF"
"1324","9 2018 Mission",242207.82,5,48441.564,"9","2018","Mission"
"1325","9 2018 Noe Valley",75000,1,75000,"9","2018","Noe Valley"
"1326","9 2018 Outer Mission",50240,1,50240,"9","2018","Outer Mission"
"1327","9 2018 Russian Hill",16000,1,16000,"9","2018","Russian Hill"
"1328","9 2018 Sunset/Parkside",105000,3,35000,"9","2018","Sunset/Parkside"
"1329","9 2018 Twin Peaks",15000,1,15000,"9","2018","Twin Peaks"
"1330","9 2018 Visitacion Valley",27000,1,27000,"9","2018","Visitacion Valley"
"1331","9 2019 Bayview Hunters Point",60000,1,60000,"9","2019","Bayview Hunters Point"
"1332","9 2019 Castro/Upper Market",75000,1,75000,"9","2019","Castro/Upper Market"
"1333","9 2019 Hayes Valley",80000,1,80000,"9","2019","Hayes Valley"
"1334","9 2019 Marina",50526.99,1,50526.99,"9","2019","Marina"
"1335","9 2019 Mission",NA,5,NA,"9","2019","Mission"
"1336","9 2019 Nob Hill",20000,1,20000,"9","2019","Nob Hill"
"1337","9 2019 Noe Valley",182000,2,91000,"9","2019","Noe Valley"
"1338","9 2019 North Beach",46000,1,46000,"9","2019","North Beach"
"1339","9 2019 Pacific Heights",12000,1,12000,"9","2019","Pacific Heights"
"1340","9 2019 Portola",39000,1,39000,"9","2019","Portola"
"1341","9 2019 Presidio Heights",221080.5,4,55270.125,"9","2019","Presidio Heights"
"1342","9 2019 Russian Hill",265000,2,132500,"9","2019","Russian Hill"
"1343","9 2019 South of Market",55353.11,1,55353.11,"9","2019","South of Market"
"1344","9 2019 Sunset/Parkside",85000,2,42500,"9","2019","Sunset/Parkside"
"1345","9 2019 Western Addition",70000,1,70000,"9","2019","Western Addition"
"1346","9 2020 Bernal Heights",33166.67,2,16583.335,"9","2020","Bernal Heights"
"1347","9 2020 Castro/Upper Market",192000,3,64000,"9","2020","Castro/Upper Market"
"1348","9 2020 Excelsior",48000,2,24000,"9","2020","Excelsior"
"1349","9 2020 Hayes Valley",30000,1,30000,"9","2020","Hayes Valley"
"1350","9 2020 Inner Richmond",115000,2,57500,"9","2020","Inner Richmond"
"1351","9 2020 Marina",9000,1,9000,"9","2020","Marina"
"1352","9 2020 Mission",235000,3,78333.3333333333,"9","2020","Mission"
"1353","9 2020 Nob Hill",6000,1,6000,"9","2020","Nob Hill"
"1354","9 2020 Noe Valley",26000,1,26000,"9","2020","Noe Valley"
"1355","9 2020 North Beach",75000,1,75000,"9","2020","North Beach"
"1356","9 2020 Portola",88500,1,88500,"9","2020","Portola"
"1357","9 2020 Potrero Hill",125000,2,62500,"9","2020","Potrero Hill"
"1358","9 2020 Presidio Heights",35000,1,35000,"9","2020","Presidio Heights"
"1359","9 2020 Russian Hill",60000,2,30000,"9","2020","Russian Hill"
"1360","9 2020 South of Market",NA,3,NA,"9","2020","South of Market"
"1361","9 2020 Sunset/Parkside",174490,5,34898,"9","2020","Sunset/Parkside"
"1362","9 2020 Western Addition",30000,1,30000,"9","2020","Western Addition"
"1363","9 2021 Bayview Hunters Point",64457.46,2,32228.73,"9","2021","Bayview Hunters Point"
"1364","9 2021 Bernal Heights",156160.15,3,52053.3833333333,"9","2021","Bernal Heights"
"1365","9 2021 Castro/Upper Market",122300,1,122300,"9","2021","Castro/Upper Market"
"1366","9 2021 Excelsior",20133,1,20133,"9","2021","Excelsior"
"1367","9 2021 Financial District/South Beach",6000,1,6000,"9","2021","Financial District/South Beach"
"1368","9 2021 Haight Ashbury",140055.74,2,70027.87,"9","2021","Haight Ashbury"
"1369","9 2021 Inner Richmond",96556,4,24139,"9","2021","Inner Richmond"
"1370","9 2021 Inner Sunset",173000,4,43250,"9","2021","Inner Sunset"
"1371","9 2021 Lone Mountain/USF",32310,1,32310,"9","2021","Lone Mountain/USF"
"1372","9 2021 Marina",175765,3,58588.3333333333,"9","2021","Marina"
"1373","9 2021 McLaren Park",NA,1,NA,"9","2021","McLaren Park"
"1374","9 2021 Mission",92000,2,46000,"9","2021","Mission"
"1375","9 2021 Nob Hill",92500,2,46250,"9","2021","Nob Hill"
"1376","9 2021 Noe Valley",30000,1,30000,"9","2021","Noe Valley"
"1377","9 2021 North Beach",11800,1,11800,"9","2021","North Beach"
"1378","9 2021 Outer Mission",75000,1,75000,"9","2021","Outer Mission"
"1379","9 2021 Potrero Hill",41000,1,41000,"9","2021","Potrero Hill"
"1380","9 2021 South of Market",96000,1,96000,"9","2021","South of Market"
"1381","9 2021 Sunset/Parkside",22500,2,11250,"9","2021","Sunset/Parkside"
"1382","9 2021 Twin Peaks",23500,1,23500,"9","2021","Twin Peaks"
"1383","9 2021 West of Twin Peaks",36000,2,18000,"9","2021","West of Twin Peaks"
