Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B182297,07/25/2018,,,,,,442 Guerrero Street,94110,8,Mission,POINT (-122.42413558617814 37.76407881406904),100,37,3,5,20,19,4,5,8,"28,859",2,,,,37
B160890,03/07/2016,,,,,,1360 Montgomery Street,94133,3,North Beach,POINT (-122.4044747187079 37.8016672231226),100,18,6,3,23,23,1,10,3,308,1,,,,18
B151696,07/08/2015,,,,,,83 Walter Street,94114,8,Castro/Upper Market,POINT (-122.43231126254679 37.767876959990495),100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B182163,07/19/2018,,,,,,1591 Page Street,94117,5,Haight Ashbury,POINT (-122.44690708880022 37.77094207062401),100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B192347,09/12/2019,,,,,,1154 Capp Street,94110,9,Mission,POINT (-122.41751658336618 37.74851365746389),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B163806,12/09/2016,,,,,,737 20th Avenue,94121,1,Outer Richmond,POINT (-122.4789676970242 37.77397496290039),100,8,8,4,29,26,6,2,11,55,1,,,,8
B191915,08/07/2019,,,,,,5852 Mission Street,94112,11,Outer Mission,POINT (-122.45184895229669 37.70912293573629),100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B152714,10/02/2015,,,,,,392 Fair Oaks Street,94110,8,Mission,POINT (-122.42389448998803 37.750484519997315),100,52,3,5,20,19,4,5,2,"28,859",1,,,,52
B172518,09/29/2017,,,,,,1767 43rd Avenue,94122,4,Sunset/Parkside,POINT (-122.50228189669836 37.75374397523691),100,39,10,7,35,35,8,3,1,56,1,,,,39
B171860,07/20/2017,11/02/2017,"51,090.00",,true,3,898 22nd Street,94107,10,Potrero Hill,POINT (-122.39011270004958 37.75786456185095),100,55,2,9,26,29,3,8,10,"28,856",1,,,,55
B152584,09/24/2015,02/23/2016,"30,000.00",,true,2,375 South Van Ness Avenue,94103,9,Mission,POINT (-122.41766758353812 37.76724995837753),100,53,3,2,20,19,4,7,8,"28,853",2,,,,53
B172608,10/17/2017,,,,,,4005 California Street,94118,1,Inner Richmond,POINT (-122.4604622769805 37.785498136127444),100,5,8,4,11,11,6,2,11,54,1,,,,5
B220385,02/16/2022,,,,,,1134 Lake Street,94118,1,Inner Richmond,POINT (-122.47153614203648 37.786398774058576),100,4,8,6,11,11,6,1,11,54,1,,,,4
B190581,,03/19/2019,"9,168.39",,,2,1460 Golden Gate Avenue,94115,5,Western Addition,POINT (-122.43459658440274 37.77926103529591),100,97,4,11,39,41,5,11,15,"29,490",2,,,,97
B180341,01/31/2018,,,,,,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43777819517838 37.77598629937515),100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B201508,10/21/2020,,,,,,1487 20th Avenue,94122,4,Sunset/Parkside,POINT (-122.47800379824918 37.76008475316285),100,39,10,7,35,35,8,3,1,56,1,,,,39
B220771,05/05/2022,,,,,,2595 Folsom Street,94110,9,Mission,POINT (-122.41438109141585 37.75585420675235),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B160604,02/12/2016,,,,,,35 Tucker Avenue,94134,10,Visitacion Valley,POINT (-122.40418368051796 37.715317148688904),100,75,9,9,40,39,7,8,9,309,2,,,,75
B210405,03/19/2021,06/18/2021,"10,000.00",,,2,687 Huron Avenue,94112,11,Outer Mission,POINT (-122.44921228441763 37.7123196039558),100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B181849,06/15/2018,,,,,,1207 05th Avenue,94122,7,Inner Sunset,POINT (-122.46219539781735 37.76591365600078),100,109,7,11,14,12,5,11,11,56,1,,,,109
B200657,05/13/2020,07/24/2020,"60,000.00",,,2,1127 Hampshire Street,94110,9,Mission,POINT (-122.4073819294113 37.75404680523495),100,53,3,2,20,19,4,7,10,"28,859",1,,,,53
B200443,02/25/2020,,,,,,59 oakwood Street,94110,8,Mission,POINT (-122.42491012442265 37.76056922090071),100,37,3,5,20,19,4,5,2,"28,859",1,,,,37
B201721,12/02/2020,02/18/2021,"22,400.00",,,2,1212 Ortega Street,94122,4,Sunset/Parkside,POINT (-122.47653038395336 37.75240069582705),100,39,10,7,35,35,8,3,1,56,1,,,,39
B221430,06/14/2022,,,,,,2281 Sutter Street,94115,5,Japantown,POINT (-122.43784041883183 37.78548484368649),100,103,4,11,15,13,6,11,13,"29,490",2,,,,103
B152992,10/28/2015,,,,,,2787 Folsom Street,94110,9,Mission,POINT (-122.41408963265734 37.75277588355441),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B210941,07/07/2021,,,,,,1201 43rd Avenue,94122,4,Sunset/Parkside,POINT (-122.50301730635996 37.76422459515417),100,39,10,7,35,35,8,3,1,56,1,,,,39
B171780,07/11/2017,12/29/2017,"40,000.00",,,2,790 Kansas Street,94107,10,Potrero Hill,POINT (-122.40311262376963 37.75979924471825),100,54,2,9,26,29,3,8,10,"28,856",1,,,,54
B182181,07/19/2018,,,,,,1637 Sacramento Street,94109,3,Nob Hill,POINT (-122.41986601641044 37.791602049203235),100,105,4,3,21,21,9,10,13,"28,858",1,,,,105
B210613,04/29/2021,,,,,,436 San Bruno Avenue,94110,10,Potrero Hill,POINT (-122.40546246642319 37.76409778721954),100,54,3,9,20,19,4,8,8,"28,859",2,,,,54
B151398,06/04/2015,07/15/2015,"3,500.00",,,1,15 Red Rock Way,94131,8,Noe Valley,POINT (-122.44157570048435 37.746508700498815),100,57,9,5,22,22,7,5,2,63,1,,,,57
B192171,08/26/2019,,,,,,3118 23rd Street,94110,9,Mission,POINT (-122.41468507049196 37.7541045738076),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B170177,01/31/2017,02/25/2019,"80,000.00",,,1,1455 South Van Ness Avenue,94110,9,Mission,POINT (-122.41600347062177 37.74990621710292),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B171316,05/15/2017,,,,,,3099 Washington Street,94115,2,Pacific Heights,POINT (-122.44419603241774 37.79031928382802),100,102,8,6,30,27,6,1,13,"29,490",1,,,,102
B201493,10/14/2020,,,,,,187 Beaver Street,94114,8,Castro/Upper Market,POINT (-122.43696222402546 37.76558243167237),100,113,7,5,5,3,5,5,15,"28,862",1,,,,113
B181130,04/04/2018,06/01/2018,"30,000.00",,,1,831 Hampshire Street,94110,9,Potrero Hill,POINT (-122.4078357167021 37.75879167593175),100,53,3,2,20,19,4,7,10,"28,859",2,,,,53
B172357,09/13/2017,,,,,,1330 Union Street,94109,3,Russian Hill,POINT (-122.421255421171 37.79893304338543),100,107,4,6,32,32,9,1,13,"28,858",1,,,,107
B201240,08/31/2020,11/23/2020,,true,,1,2999 California Street,94115,2,Pacific Heights,POINT (-122.44364899926344 37.78763967282429),100,103,8,6,30,27,6,1,13,"29,490",1,,,,103
B191955,08/12/2019,,,,,,1750 Mission Street,94103,9,Mission,POINT (-122.42015420363391 37.769114495624684),100,53,3,2,20,19,4,7,8,"28,853",2,,,1,53
B210958,07/12/2021,11/19/2021,"18,000.00",,,1,958 Madrid Street,94112,11,Excelsior,POINT (-122.4375279796294 37.71540852060113),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B220679,04/22/2022,,,,,,136 parker Avenue,94118,2,Presidio Heights,POINT (-122.45445880469669 37.7831197775227),100,11,8,6,31,31,6,1,11,54,1,,,,11
B172351,09/13/2017,,,,,,900 Potrero Avenue,94110,9,Potrero Hill,POINT (-122.40688587258647 37.757692859195664),100,53,3,2,20,19,4,7,10,"28,859",2,,,,53
B211192,08/17/2021,,,,,,324 Coleridge Street,94110,9,Bernal Heights,POINT (-122.4211782834653 37.741529545148694),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
B170841,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.4082291970915 37.785477781579594),100,19,5,3,36,36,10,10,14,"28,852",2,1,,,19
B170615,03/08/2017,05/02/2017,"18,500.00",,,1,49 Hopkins Avenue,94131,8,Twin Peaks,POINT (-122.44420426525383 37.75297340434014),100,51,7,5,38,38,5,5,2,63,1,,,,51
B191042,05/13/2019,07/05/2019,"22,428.00",,,2,831 Brussels Street,94134,9,Portola,POINT (-122.40337584915686 37.721904392149696),100,91,2,2,25,28,3,7,10,309,2,,,,91
B193075,11/12/2019,01/10/2020,"12,325.62",,,1,734 Bush Street,94102,3,Nob Hill,POINT (-122.40941045900847 37.79011461789762),100,16,6,3,21,21,1,10,5,"28,857",1,,,,16
B152897,10/20/2015,,,,,,2100 Great Highway,94116,4,Sunset/Parkside,POINT (-122.50766210414994 37.74716678653756),100,39,10,7,35,35,8,3,1,"29,491",1,,,,39
B200658,05/13/2020,09/16/2020,"10,000.00",,,1,226 06th Street,94103,6,South of Market,POINT (-122.40679509490461 37.77940399045977),100,32,1,10,34,34,2,9,14,"28,853",2,,,1,32
B160282,02/02/2016,,,,,,4422 18th Street,94114,8,Castro/Upper Market,POINT (-122.43858409217005 37.76070566973773),100,115,3,5,5,3,4,5,15,"28,862",1,,,,115
B190257,02/06/2019,,,,,,1741 Mason Street,94133,3,Russian Hill,POINT (-122.41242546054043 37.79957176628243),100,107,6,3,32,32,1,10,3,308,1,,,,107
B191611,,06/03/2019,"52,900.00",,,1,252 10th Avenue,94118,1,Inner Richmond,POINT (-122.4687475859713 37.78364066386409),100,5,8,4,11,11,6,2,11,54,1,,,,5
B171105,04/27/2017,,,,,,141 Broderick Street,94117,5,Haight Ashbury,POINT (-122.43883682289865 37.771454661231566),100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B201668,11/20/2020,03/02/2021,"35,000.00",,,2,647 19th Avenue,94121,1,Outer Richmond,POINT (-122.47801761721942 37.77571761968289),100,8,8,4,29,26,6,2,11,55,1,,,,8
B150693,03/31/2015,07/06/2015,"20,000.00",,,2,233 Chestnut Street,94133,3,North Beach,POINT (-122.40732315939677 37.80444112185831),100,18,6,3,23,23,1,10,3,308,1,,,,18
B162067,06/17/2016,,,,,,347 10th Street,94103,6,South of Market,POINT (-122.41205483564784 37.77223114522456),100,32,1,10,34,34,2,9,8,"28,853",2,,,,32
B153443,12/18/2015,02/17/2016,"23,000.00",,,2,426 Vallejo Street,94133,3,North Beach,POINT (-122.40447256644177 37.799152773348005),100,18,6,3,23,23,1,10,3,308,1,,,,18
B210085,01/15/2021,04/06/2021,"25,000.00",,true,3,1754 Mission Street,94103,9,Mission,POINT (-122.42007172949934 37.768933272511205),100,53,3,2,20,19,4,7,8,"28,853",2,,,1,53
B200433,02/20/2020,,,,,,332 Divisadero Street,94117,5,Haight Ashbury,POINT (-122.43723469363742 37.77255026748885),100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B211797,11/29/2021,,,,,,2131 Vicente Street,94116,4,Sunset/Parkside,POINT (-122.48974122039081 37.73867168221114),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B210816,06/17/2021,,,,,,250 Fell Street,94102,5,Hayes Valley,POINT (-122.422001083876 37.776084109123886),100,21,4,11,9,10,9,11,7,"28,852",1,,,1,21
B172929,11/17/2017,,,,,,376 ellis Street,94102,5,Tenderloin,POINT (-122.41237026184038 37.784952494033575),100,20,5,10,36,36,10,9,14,"28,852",2,1,,,20
B193181,12/05/2019,07/19/2021,"25,000.00",,,1,118 Albion Street,94110,9,Mission,POINT (-122.42286897393572 37.764531873606124),100,37,3,5,20,19,4,5,8,"28,859",2,,,,37
B153006,11/02/2015,,,,,,3600 Scott Street,94123,2,Marina,POINT (-122.44180914593618 37.803373776425005),100,17,4,6,13,17,9,1,13,57,1,,,,17
B181034,03/30/2018,,,,,,486 grove Street,94102,5,Hayes Valley,POINT (-122.42454177616975 37.77767059590038),100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B180749,03/14/2018,,,,,,318 02nd Avenue,94118,1,Inner Richmond,POINT (-122.46008708266432 37.78273284275925),100,5,8,4,11,11,6,2,11,54,1,,,,5
B182391,08/08/2018,10/22/2018,"15,000.00",,,1,1516 Jones Street,94109,3,Nob Hill,POINT (-122.41484669164281 37.795202469068315),100,16,6,3,21,21,1,10,5,308,1,,,,16
B170995,04/10/2017,,,,,,750 Guerrero Street,94110,8,Mission,POINT (-122.4236514990817 37.7590772773488),100,37,3,5,20,19,4,5,2,"28,859",1,,,,37
B192957,10/28/2019,,,,,,149 Rome Street,94112,11,Outer Mission,POINT (-122.44575958323367 37.71614512849295),100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B192839,10/10/2019,,,,,,192 Collins Street,94118,2,Presidio Heights,POINT (-122.45011563534716 37.78235115379476),100,11,8,6,31,31,6,1,15,54,1,,,,11
B152269,09/10/2015,04/06/2016,"55,000.00",,true,2,220 16th Avenue,94118,1,Outer Richmond,POINT (-122.47531851818572 37.783892674674526),100,5,8,4,29,26,6,2,11,54,1,,,,5
B160834,03/02/2016,,,,,,2061 Powell Street,94133,3,North Beach,POINT (-122.41154920824229 37.80358363248628),100,106,6,3,23,23,1,10,3,308,1,,,,106
B200046,01/03/2020,,,,,,929 Alabama Street,94110,9,Mission,POINT (-122.411356617614 37.75699699177521),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B182505,08/20/2018,,,,,,1415 11th Avenue,94122,7,Inner Sunset,POINT (-122.46834512825096 37.761754086138694),100,109,10,8,14,12,8,4,1,56,1,,,,109
B153325,12/01/2015,,,,,,1925 Ellis Street,94115,5,Western Addition,POINT (-122.43839191835602 37.781585987322565),100,97,4,11,39,41,5,11,15,"29,490",2,,,,97
B152475,,09/14/2015,"48,400.00",,,1,3828 cesar chavez Street,94131,8,Noe Valley,POINT (-122.42548314410736 37.74782092975954),100,52,3,5,22,22,4,5,2,63,1,,,,52
B172054,08/09/2017,,,,,,759 06th Avenue,94118,1,Inner Richmond,POINT (-122.46384918215743 37.77435618116678),100,5,8,4,11,11,6,2,11,54,1,,,,5
B182056,07/12/2018,12/19/2018,"62,654.00",,,2,1163 South van ness Avenue,94110,9,Mission,POINT (-122.41645129511568 37.754586538658415),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B150991,04/20/2015,04/20/2015,"80,000.00",,,2,2447 Franklin Street,94123,2,Marina,POINT (-122.4253856002296 37.79692256824902),100,102,4,6,13,17,9,1,13,57,1,,,,102
B191766,07/26/2019,,,,,,821 Broderick Street,94115,5,Western Addition,POINT (-122.44012242647075 37.77782880930132),100,97,7,11,39,41,5,11,15,"29,490",1,,,,97
B151043,04/29/2015,07/27/2015,"19,153.00",,,4,216 Richland Avenue,94110,9,Bernal Heights,POINT (-122.42260308975996 37.73587743333394),100,61,9,2,2,2,7,7,2,"28,859",1,,,,61
B172855,09/14/2017,11/08/2017,"6,300.00",,,1,147 Maynard Street,94112,11,Excelsior,POINT (-122.42722370227189 37.72936913072454),100,94,9,1,7,5,7,6,9,"28,861",2,,,,94
B181730,06/01/2018,,,,,,355 21st Avenue,94121,1,Outer Richmond,POINT (-122.48056109792057 37.78116027404929),100,8,8,4,29,26,6,2,11,55,2,,,,8
B211105,07/30/2021,,,,,,139 Harold Avenue,94112,11,Oceanview/Merced/Ingleside,POINT (-122.45314264239792 37.72076884467719),100,64,10,1,24,24,8,6,9,"28,861",2,,,,64
B170858,03/29/2017,,,,,,2741 Hyde Street,94109,2,Russian Hill,POINT (-122.42049715111453 37.80611987171777),100,98,6,6,32,32,1,1,5,"28,858",1,,,,98
B162723,08/22/2016,,,,,,2728 22nd Street,94110,9,Mission,POINT (-122.40904090328064 37.75605492374626),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B190464,02/27/2019,,,,,,201 Broderick Street,94117,5,Haight Ashbury,POINT (-122.43896403016173 37.77208000689483),100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B181199,04/09/2018,06/22/2018,"28,400.00",,true,1,155 Wood Street,94118,2,Lone Mountain/USF,POINT (-122.44895488097129 37.781473276164945),100,12,7,4,18,16,6,2,15,54,1,,,,12
B180309,01/31/2018,,,,,,1051 Post Street,94109,3,Tenderloin,POINT (-122.41912192141453 37.78690913661444),100,50,4,10,36,36,9,9,13,"28,858",2,,,,50
B161416,04/22/2016,,,,,,626 Madrid Street,94112,11,Excelsior,POINT (-122.43436567282178 37.719632782958186),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B201526,10/29/2020,,,,,,88 Stanford Heights Avenue,94127,7,West of Twin Peaks,POINT (-122.44994477842954 37.735576828735915),100,72,9,8,41,40,7,4,9,59,1,,,,72
B161102,03/18/2016,,,,,,102 Carl Street,94117,8,Haight Ashbury,POINT (-122.45013402303361 37.76581160131662),100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B181984,07/02/2018,,,,,,84 Valley Street,94110,8,Noe Valley,POINT (-122.4241002453017 37.74469067389204),100,84,9,5,22,22,7,5,2,"28,859",1,,,,84
B183380,12/10/2018,,,,,,1462 San Bruno Avenue,94110,9,Mission,POINT (-122.40404775913372 37.74997765078782),100,54,3,9,20,19,4,8,10,"28,859",1,,,,54
B220005,01/04/2022,02/25/2022,"25,000.00",,,2,2355 Leavenworth Street,94133,3,Russian Hill,POINT (-122.41811316816538 37.80270768166488),100,107,6,6,32,32,1,1,5,"28,858",1,,,,107
B162054,06/10/2016,,,,,,1901 Wawona Street,94116,4,Sunset/Parkside,POINT (-122.48760168119377 37.73694149975835),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B161234,03/30/2016,,,,,,747 Ellis Street,94109,5,Tenderloin,POINT (-122.41849952059957 37.78411614023042),100,20,5,10,36,36,9,9,7,"28,858",2,1,,,20
B221576,08/04/2022,,,,,,2359 21st Avenue,94116,4,Sunset/Parkside,POINT (-122.47793790172443 37.743737505924784),100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B182779,10/05/2018,,,,,,1370 noe Street,94131,8,Noe Valley,POINT (-122.43149576380418 37.74708723170399),100,84,9,5,22,22,7,5,2,63,1,,,,84
B201082,07/13/2020,12/13/2021,"100,000.00",,,1,182 Avila Street,94123,2,Marina,POINT (-122.44070317490845 37.80234961325703),100,17,4,6,13,17,9,1,13,57,1,,,,17
B181499,05/08/2018,07/10/2018,"193,750.00",,,1,56 Mason Street,94102,3,Tenderloin,POINT (-122.40918921274312 37.78386498910406),100,19,5,10,36,36,10,9,14,"28,852",2,1,,1,19
B193274,12/09/2019,,,,,,1352 10th Avenue,94122,7,Inner Sunset,POINT (-122.46729381116897 37.76301388240291),100,109,10,11,14,12,8,11,1,56,1,,,,109
B153057,11/03/2015,,,,,,261 Laguna Street,94102,5,Hayes Valley,POINT (-122.42569923921558 37.77343008509659),100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B161122,03/25/2016,,,,,,1030 Larkin Street,94109,3,Nob Hill,POINT (-122.4183164500402 37.7873623653102),100,50,6,3,21,21,9,10,13,"28,858",2,,,,50
B211220,08/31/2021,10/20/2021,"18,300.00",,,1,6038 Geary Boulevard,94121,1,Outer Richmond,POINT (-122.48411592125552 37.780223212992915),100,8,8,4,29,26,6,2,11,55,2,,,,8
B220762,05/03/2022,,,,,,255 Mallorca Way,94123,2,Marina,POINT (-122.43922612141132 37.80326142443504),100,17,4,6,13,17,9,1,13,57,1,,,,17
B183434,12/21/2018,,,,,,480 Warren Drive,94131,7,Inner Sunset,POINT (-122.4626709305442 37.75855033926727),100,111,7,8,14,12,5,4,1,63,1,,,,111
B191760,07/25/2019,,,,,,4740 Balboa Street,94121,1,Outer Richmond,POINT (-122.50956749022147 37.77518767170814),100,6,8,4,29,26,6,2,11,55,1,,,,6
B190324,02/13/2019,,,,,,1420 Taylor Street,94133,3,Nob Hill,POINT (-122.41321436862421 37.79544044843088),100,16,6,3,21,21,1,10,3,308,1,,,,16
B162792,09/01/2016,10/28/2016,600.00,,,1,776 Stanyan Street,94117,8,Haight Ashbury,POINT (-122.45323179415716 37.767753918318945),100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B163805,12/09/2016,05/31/2017,"26,000.00",,,4,253 Chattanooga Street,94114,8,Noe Valley,POINT (-122.42638069281921 37.75252920265451),100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B160158,01/19/2016,01/27/2016,"23,000.00",,,2,1660 Beach Street,94123,2,Marina,POINT (-122.43655244069602 37.80463672585993),100,17,4,6,13,17,9,1,13,57,1,,,,17
B180117,01/16/2018,,,,,,2133 Grove Street,94117,5,Lone Mountain/USF,POINT (-122.45174868844704 37.77415414522867),100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B163440,10/24/2016,10/27/2016,"7,200.00",,,1,1144 Pine Street,94109,3,Nob Hill,POINT (-122.41446434727546 37.7904274196828),100,16,6,3,21,21,1,10,5,"28,858",1,,,,16
B172391,09/15/2017,05/24/2018,"8,000.00",,,1,43 Noe Street,94114,8,Castro/Upper Market,POINT (-122.4334799801044 37.76843675591547),100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B210618,05/03/2021,06/22/2022,"100,000.00",,,4,3655 16th Street,94114,8,Castro/Upper Market,POINT (-122.43430804580342 37.764141996009066),100,28,7,5,5,3,5,5,15,"28,862",1,,,,28
B221539,07/13/2022,,,,,,338 Noe Street,94114,8,Castro/Upper Market,POINT (-122.43308843924052 37.763566419309655),100,38,3,5,5,3,4,5,15,"28,862",1,,,,38
B180427,02/09/2018,05/15/2018,"12,562.00",,,2,2554 Pine Street,94115,2,Pacific Heights,POINT (-122.43784961819127 37.78745119656136),100,103,4,6,30,27,6,1,13,"29,490",1,,,,103
B161213,03/28/2016,08/20/2019,"17,000.00",,,2,225 11th Avenue,94118,1,Inner Richmond,POINT (-122.46991793457532 37.78407207691857),100,5,8,4,11,11,6,2,11,54,1,,,,5
B161406,04/20/2016,,,,,,1642 Church Street,94131,8,Noe Valley,POINT (-122.42680926022012 37.74466783761638),100,84,9,5,22,22,7,5,2,63,1,,,,84
B201235,08/28/2020,01/19/2021,"60,000.00",,true,1,1000 North point Street,94109,2,Russian Hill,POINT (-122.42378581897252 37.8053043555739),100,98,6,6,32,32,1,1,5,"28,858",1,,,,98
B172298,09/11/2017,10/02/2017,"60,000.00",,,1,1670 Clay Street,94109,3,Russian Hill,POINT (-122.42055169090966 37.79248094835776),100,105,4,3,32,32,9,10,13,"28,858",1,,,,105
B180504,02/15/2018,04/03/2018,"11,000.00",,,1,124 Waverly Place,94108,3,Chinatown,POINT (-122.40685404733357 37.794467975207525),100,104,6,3,6,4,1,10,3,"28,857",2,,,,104
B191248,06/05/2019,,,,,,858 union Street,94133,3,Russian Hill,POINT (-122.41344490056372 37.799943468794126),100,107,6,3,32,32,1,10,3,308,1,,,,107
B162558,08/09/2016,10/25/2016,"30,000.00",,,2,973 Sanchez Street,94114,8,Noe Valley,POINT (-122.42982656516395 37.753577043946876),100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B210094,01/22/2021,04/12/2021,"3,660.00",,,2,1520 Taylor Street,94133,3,Nob Hill,POINT (-122.41339650193434 37.79634465460468),100,107,6,3,21,21,1,10,5,308,1,,,,107
B172368,09/13/2017,09/10/2018,"75,000.00",,,2,1574 Church Street,94131,8,Noe Valley,POINT (-122.42690392195529 37.74570173278964),100,84,9,5,22,22,7,5,2,63,1,,,,84
B180191,01/22/2018,,,,,,2154 Taylor Street,94133,3,Russian Hill,POINT (-122.41457415201401 37.802202603702675),100,107,6,3,32,32,1,10,5,308,1,,,,107
B210108,02/03/2021,,,,,,705 Oak Street,94117,5,Hayes Valley,POINT (-122.43100259996567 37.77392919419166),100,26,4,11,9,10,9,11,15,"29,492",1,,,,26
B153252,11/20/2015,06/03/2016,"16,812.53",,,1,2751 Clay Street,94115,2,Pacific Heights,POINT (-122.43833780136399 37.79016330470443),100,102,4,6,30,27,6,1,13,"29,490",1,,,,102
B210527,04/14/2021,06/15/2021,0.00,,,2,340 06th Street,94107,6,South of Market,POINT (-122.4049450298595 37.777926567812585),100,32,1,10,34,34,2,9,14,"28,853",2,,,,32
B181735,06/04/2018,,,,,,3640 26th Street,94110,8,Mission,POINT (-122.42184617611878 37.74884943650089),100,53,3,5,20,19,4,5,2,"28,859",1,,,,53
B150608,03/24/2015,05/14/2015,"25,000.00",,true,3,2935 Pacheco Street,94116,4,Sunset/Parkside,POINT (-122.49163020435999 37.749807911803316),100,39,10,7,35,35,8,3,1,"29,491",1,,,,39
B162185,06/22/2016,09/02/2016,"8,000.00",,,2,3320 Scott Street,94123,2,Marina,POINT (-122.44120666765998 37.800443012272986),100,17,4,6,13,17,9,1,13,57,1,,,,17
B162978,,09/21/2016,"19,390.00",,true,1,1860 Stockton Street,94133,3,North Beach,POINT (-122.4096519581703 37.80286369311528),100,106,6,3,23,23,1,10,3,308,1,,,,106
B172945,11/21/2017,,,,,,69 Horace Street,94110,9,Mission,POINT (-122.41436556438828 37.74980104814233),100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B181853,06/18/2018,,,,,,1090 Montgomery Street,94133,3,North Beach,POINT (-122.40400227310472 37.799029459589484),100,106,6,3,23,23,1,10,3,308,2,,,,106
B182582,08/29/2018,10/30/2018,"30,000.00",,,2,1327 05th Avenue,94122,7,Inner Sunset,POINT (-122.46204032853454 37.763692029275006),100,109,7,11,14,12,5,11,1,56,1,,,,109
B151449,,06/10/2015,"54,000.00",,,3,258 Guerrero Street,94103,8,Mission,POINT (-122.42441766456986 37.767074643942955),100,37,3,5,20,19,4,5,8,"28,853",2,,,,37
B211124,08/05/2021,08/30/2021,"45,600.00",,,2,1390 Hampshire Street,94110,9,Mission,POINT (-122.40704361854998 37.74990151079146),100,53,3,2,20,19,4,7,2,"28,859",1,,,,53
B211213,08/26/2021,,,,,,851 San Jose Avenue,94110,9,Bernal Heights,POINT (-122.42351499194535 37.741431153512174),100,83,9,2,2,2,7,7,2,"28,859",1,,,,83
